words,chars,u_words,u_chars,sentences,avg_word_length,avg_sent_length,class
42,160,1,21,3,4,14,True
31,114,1,20,2,4,16,True
46,186,1,16,3,4,15,True
52,198,2,22,2,4,26,True
41,187,3,20,2,5,21,True
42,143,1,17,3,3,14,True
34,147,1,14,2,4,17,True
31,157,2,18,3,5,10,True
42,160,3,21,5,4,8,True
43,187,1,18,2,4,22,True
44,174,1,18,3,4,15,True
41,190,1,14,3,5,14,True
44,167,1,20,4,4,11,True
45,190,2,26,2,4,23,True
42,208,1,16,2,5,21,True
37,197,1,16,2,5,19,True
50,234,1,21,5,5,10,True
41,161,1,15,3,4,14,True
49,229,1,21,1,5,49,True
64,227,2,26,4,4,16,True
32,168,1,15,2,5,16,True
30,149,3,22,2,5,15,True
63,278,4,31,2,4,32,True
50,251,3,37,3,5,17,True
37,140,3,23,4,4,9,True
25,111,1,16,3,4,8,True
37,181,2,14,3,5,12,True
44,196,1,17,2,4,22,True
49,191,3,28,2,4,25,True
31,133,1,17,3,4,10,True
47,172,2,17,4,4,12,True
44,200,4,19,2,5,22,True
51,212,1,29,3,4,17,True
28,111,1,17,3,4,9,True
39,176,2,12,2,5,20,True
47,235,1,25,3,5,16,True
39,180,1,18,2,5,20,True
41,206,1,19,2,5,21,True
59,287,2,40,2,5,30,True
45,209,4,50,2,5,23,True
21,92,1,36,2,4,11,True
55,260,2,42,3,5,18,True
56,294,3,32,4,5,14,True
56,237,1,30,3,4,19,True
49,214,3,52,2,4,25,True
58,290,2,50,3,5,19,True
55,235,2,42,3,4,18,True
55,300,2,43,3,5,18,True
58,306,1,33,3,5,19,True
73,282,6,38,4,4,18,True
55,271,1,33,2,5,28,True
52,246,2,37,2,5,26,True
98,452,3,56,4,5,25,True
54,224,1,23,2,4,27,True
46,198,1,23,2,4,23,True
53,172,4,26,4,3,13,True
54,225,1,25,4,4,14,True
50,190,1,21,2,4,25,True
26,114,1,18,2,4,13,True
41,214,1,26,4,5,10,True
49,217,2,27,2,4,25,True
43,185,1,24,2,4,22,True
48,182,3,25,3,4,16,True
60,235,2,22,4,4,15,True
36,167,1,25,2,5,18,True
55,223,1,28,2,4,28,True
18,70,1,19,2,4,9,True
37,142,2,20,2,4,19,True
65,248,1,19,2,4,33,True
40,144,2,22,1,4,40,True
51,192,1,20,2,4,26,True
36,151,2,19,2,4,18,True
42,204,1,22,2,5,21,True
43,188,3,30,3,4,14,True
28,121,1,16,2,4,14,True
54,192,1,19,3,4,18,True
34,114,1,20,2,3,17,True
41,171,1,20,2,4,21,True
12,69,1,23,1,6,12,True
15,72,0,5,1,5,15,True
2,95,0,0,1,48,2,True
18,78,2,21,1,4,18,True
2,112,0,0,1,56,2,True
18,82,1,18,1,5,18,True
14,75,1,16,1,5,14,True
21,104,1,18,1,5,21,True
2,98,0,0,1,49,2,True
31,110,3,25,1,4,31,True
30,111,2,20,1,4,30,True
16,75,2,10,1,5,16,True
11,58,1,17,1,5,11,True
2,107,0,0,1,54,2,True
22,113,4,27,1,5,22,True
26,117,2,18,1,5,26,True
15,75,1,19,1,5,15,True
42,216,1,20,1,5,42,True
3,107,0,0,1,36,3,True
51,208,1,23,1,4,51,True
2,118,0,0,1,59,2,True
2,87,0,0,1,44,2,True
25,112,1,17,1,4,25,True
2,96,0,0,1,48,2,True
2,87,0,0,1,44,2,True
14,78,1,16,1,6,14,True
2,104,0,0,1,52,2,True
2,98,0,0,1,49,2,True
49,187,5,21,1,4,49,True
24,107,1,17,2,4,12,True
14,89,1,19,1,6,14,True
21,177,0,3,1,8,21,True
55,236,1,13,2,4,28,True
13,64,2,18,2,5,7,True
9,34,0,1,1,4,9,True
29,106,2,18,2,4,15,True
19,96,1,16,2,5,10,True
19,79,3,22,1,4,19,True
15,73,2,19,2,5,8,True
9,56,1,9,3,6,3,True
23,86,1,18,2,4,12,True
27,98,2,18,2,4,14,True
30,105,4,17,1,4,30,True
21,99,1,15,1,5,21,True
21,90,2,18,1,4,21,True
12,65,4,32,1,5,12,True
22,98,1,16,2,4,11,True
23,108,1,16,2,5,12,True
13,54,0,5,1,4,13,True
11,41,0,3,1,4,11,True
22,103,1,16,1,5,22,True
25,98,1,16,2,4,13,True
20,92,1,20,1,5,20,True
10,52,0,5,2,5,5,True
24,94,1,16,2,4,12,True
17,81,1,17,1,5,17,True
20,76,3,20,1,4,20,True
7,27,0,1,1,4,7,True
18,75,1,15,2,4,9,True
7,42,1,5,1,6,7,True
25,128,1,20,2,5,13,True
14,64,3,27,2,5,7,True
26,117,3,23,4,5,7,True
23,102,1,18,2,4,12,True
29,105,2,18,1,4,29,True
19,82,2,17,2,4,10,True
8,48,0,8,1,6,8,True
28,107,1,16,2,4,14,True
26,102,1,15,1,4,26,True
24,119,1,18,1,5,24,True
15,60,2,18,2,4,8,True
29,95,3,16,2,3,15,True
17,93,2,17,2,5,9,True
23,118,2,23,1,5,23,True
16,71,0,6,2,4,8,True
15,78,1,17,1,5,15,True
28,123,1,25,3,4,9,True
26,103,2,16,2,4,13,True
31,138,2,25,2,4,16,True
9,51,0,3,1,6,9,True
12,63,2,19,1,5,12,True
18,94,1,16,1,5,18,True
24,97,2,17,1,4,24,True
14,70,0,7,3,5,5,True
20,99,1,15,1,5,20,True
26,109,2,19,1,4,26,True
26,106,1,16,2,4,13,True
18,84,2,22,2,5,9,True
16,95,2,15,2,6,8,True
12,65,1,8,3,5,4,True
29,128,1,18,2,4,15,True
23,96,1,15,1,4,23,True
7,42,1,6,1,6,7,True
9,23,0,1,1,3,9,True
22,87,1,16,1,4,22,True
26,101,2,15,2,4,13,True
20,87,1,17,1,4,20,True
20,86,3,27,1,4,20,True
7,49,0,5,2,7,4,True
21,88,1,20,2,4,11,True
20,112,3,27,1,6,20,True
8,32,0,3,1,4,8,True
19,96,1,15,1,5,19,True
10,60,1,16,3,6,3,True
23,87,1,15,2,4,12,True
23,96,3,24,1,4,23,True
23,100,3,27,1,4,23,True
19,69,1,15,1,4,19,True
29,125,1,19,1,4,29,True
3,12,0,1,1,4,3,True
24,84,1,17,2,4,12,True
18,91,1,19,2,5,9,True
7,49,0,4,2,7,4,True
6,28,0,3,1,5,6,True
37,146,2,23,2,4,19,True
16,79,1,15,1,5,16,True
16,76,2,21,2,5,8,True
7,30,2,15,2,4,4,True
17,93,1,22,1,5,17,True
12,36,0,1,2,3,6,True
18,93,1,15,1,5,18,True
23,119,1,19,2,5,12,True
14,69,2,20,2,5,7,True
3,12,0,1,1,4,3,True
29,124,2,20,1,4,29,True
25,95,2,16,1,4,25,True
21,106,1,19,2,5,11,True
21,101,1,18,1,5,21,True
21,106,1,15,2,5,11,True
26,113,2,28,3,4,9,True
11,46,0,1,2,4,6,True
21,76,1,16,1,4,21,True
21,83,1,16,2,4,11,True
12,54,4,29,1,5,12,True
21,93,1,15,2,4,11,True
6,16,1,2,1,3,6,True
12,54,0,7,1,5,12,True
18,87,1,17,2,5,9,True
20,82,1,18,1,4,20,True
28,106,1,17,1,4,28,True
7,27,1,1,1,4,7,True
21,96,1,17,2,5,11,True
23,94,1,15,2,4,12,True
15,74,1,15,1,5,15,True
27,112,1,17,1,4,27,True
14,80,2,18,1,6,14,True
13,69,1,16,1,5,13,True
19,81,1,19,2,4,10,True
13,76,1,16,1,6,13,True
12,77,2,16,1,6,12,True
21,82,1,16,1,4,21,True
13,71,1,16,1,5,13,True
20,86,3,16,1,4,20,True
17,82,1,17,1,5,17,True
14,70,1,15,1,5,14,True
15,71,1,16,1,5,15,True
15,69,1,18,1,5,15,True
22,90,2,16,1,4,22,True
17,67,2,18,1,4,17,True
22,90,1,17,1,4,22,True
20,88,2,20,1,4,20,True
13,79,1,16,1,6,13,True
24,84,1,16,2,4,12,True
49,190,2,17,2,4,25,True
9,42,1,15,1,5,9,True
58,247,1,27,3,4,19,True
31,130,3,21,1,4,31,True
59,240,4,26,3,4,20,True
19,80,1,18,1,4,19,True
14,78,1,18,1,6,14,True
17,82,1,16,1,5,17,True
24,91,1,18,2,4,12,True
20,105,1,19,1,5,20,True
13,75,1,16,1,6,13,True
17,75,1,16,1,4,17,True
14,73,1,17,1,5,14,True
11,62,2,18,1,6,11,True
25,98,1,19,2,4,13,True
29,160,2,21,1,6,29,True
47,196,2,17,2,4,24,True
13,69,1,16,1,5,13,True
13,82,1,17,1,6,13,True
44,186,4,22,2,4,22,True
15,75,1,17,1,5,15,True
17,87,4,28,1,5,17,True
26,102,2,20,1,4,26,True
14,73,1,16,1,5,14,True
34,183,1,17,1,5,34,True
19,81,1,15,1,4,19,True
9,67,1,18,1,7,9,True
10,70,1,15,1,7,10,True
45,167,1,18,3,4,15,True
25,121,2,23,1,5,25,True
14,67,2,18,1,5,14,True
15,73,1,16,1,5,15,True
13,73,3,17,1,6,13,True
11,63,2,18,1,6,11,True
21,99,1,19,1,5,21,True
17,89,1,17,2,5,9,True
51,209,1,18,3,4,17,True
19,79,2,19,1,4,19,True
10,68,1,15,1,7,10,True
19,71,1,18,1,4,19,True
15,73,1,16,2,5,8,True
16,90,2,18,1,6,16,True
49,218,1,24,2,4,25,True
15,90,1,19,1,6,15,True
35,176,1,17,1,5,35,True
18,88,2,21,1,5,18,True
10,68,2,18,1,7,10,True
53,249,2,24,4,5,13,True
11,62,2,16,1,6,11,True
36,169,1,17,1,5,36,True
30,152,2,19,1,5,30,True
18,79,1,15,1,4,18,True
36,189,2,22,2,5,18,True
46,186,1,16,3,4,15,True
36,164,2,18,3,5,12,True
32,140,1,17,2,4,16,True
41,188,1,19,2,5,21,True
56,243,2,30,3,4,19,True
49,198,1,20,4,4,12,True
42,206,1,17,2,5,21,True
43,211,1,19,2,5,22,True
50,220,1,22,2,4,25,True
38,150,5,32,2,4,19,True
49,212,1,24,4,4,12,True
43,183,4,27,3,4,14,True
53,216,1,22,2,4,27,True
59,262,2,25,3,4,20,True
54,247,2,17,3,5,18,True
38,153,1,16,3,4,13,True
57,231,1,17,3,4,19,True
57,256,2,25,1,4,57,True
60,296,3,27,1,5,60,True
49,254,1,17,1,5,49,True
17,96,1,15,2,6,9,True
53,217,3,35,6,4,9,True
48,208,2,19,3,4,16,True
49,232,2,18,1,5,49,True
54,251,2,25,1,5,54,True
37,175,2,21,3,5,12,True
58,223,2,26,2,4,29,True
59,201,1,21,5,3,12,True
31,152,1,13,3,5,10,True
56,226,2,19,4,4,14,True
62,258,1,23,4,4,16,True
51,201,3,22,5,4,10,True
44,171,1,23,2,4,22,True
86,326,2,18,5,4,17,True
46,188,1,20,2,4,23,True
26,113,0,2,2,4,13,True
48,213,2,15,3,4,16,True
56,250,0,5,4,4,14,True
37,186,1,18,3,5,12,True
14,59,0,6,2,4,7,True
55,220,4,28,2,4,28,True
92,491,1,15,4,5,23,True
148,665,1,25,8,4,19,True
24,120,0,3,2,5,12,True
41,184,1,17,2,4,21,True
36,180,4,27,3,5,12,True
38,185,0,11,3,5,13,True
44,204,2,16,2,5,22,True
36,197,1,21,2,5,18,True
59,215,1,21,3,4,20,True
146,646,2,42,6,4,24,True
21,89,1,3,1,4,21,True
82,327,6,39,3,4,27,True
27,105,1,6,2,4,14,True
49,210,1,21,2,4,25,True
42,211,1,15,2,5,21,True
120,524,4,35,3,4,40,True
21,89,1,3,1,4,21,True
77,309,2,28,4,4,19,True
39,198,1,16,2,5,20,True
61,259,1,21,5,4,12,True
26,111,1,18,2,4,13,True
57,207,4,23,3,4,19,True
36,178,1,23,3,5,12,True
49,184,1,20,5,4,10,True
49,212,2,22,3,4,16,True
66,245,2,23,4,4,17,True
45,204,1,28,2,5,23,True
71,261,6,37,4,4,18,True
19,64,2,14,2,3,10,True
53,278,2,19,2,5,27,True
46,185,1,24,2,4,23,True
49,211,1,23,3,4,16,True
50,187,1,16,5,4,10,True
25,123,0,4,3,5,8,True
26,118,1,17,2,5,13,True
40,154,0,4,3,4,13,True
70,317,1,31,2,5,35,True
59,271,4,28,2,5,30,True
44,179,2,30,2,4,22,True
78,403,1,30,3,5,26,True
49,231,1,7,3,5,16,True
68,244,1,30,3,4,23,True
61,286,2,30,1,5,61,True
44,211,2,24,2,5,22,True
52,243,1,14,3,5,17,True
64,243,1,37,3,4,21,True
70,306,1,27,2,4,35,True
21,114,1,18,1,5,21,False
47,212,1,33,4,5,12,True
75,280,3,27,6,4,13,True
49,190,2,24,3,4,16,True
42,183,1,9,3,4,14,True
129,550,1,32,3,4,43,True
37,176,1,21,3,5,12,True
65,277,1,26,3,4,22,True
39,152,1,22,3,4,13,True
40,165,3,20,3,4,13,True
54,235,0,10,4,4,14,True
48,236,0,9,3,5,16,True
66,255,2,31,3,4,22,True
59,252,4,23,3,4,20,True
50,192,1,19,3,4,17,True
90,339,1,29,4,4,23,True
67,269,1,24,6,4,11,True
54,266,0,10,3,5,18,True
38,175,1,15,2,5,19,True
59,230,1,21,3,4,20,True
50,192,1,24,3,4,17,True
75,274,6,29,4,4,19,True
13,87,0,6,1,7,13,True
13,74,0,6,3,6,4,True
44,189,1,22,4,4,11,True
35,161,1,26,2,5,18,True
18,109,0,3,2,6,9,True
52,237,2,21,3,5,17,True
60,279,1,21,1,5,60,True
82,284,1,26,6,3,14,True
42,238,1,25,3,6,14,True
57,249,1,26,3,4,19,True
56,242,1,23,2,4,28,True
37,163,0,3,3,4,12,True
5,34,0,3,2,7,3,True
54,268,2,22,2,5,27,True
103,430,1,25,5,4,21,True
69,291,2,28,3,4,23,True
27,120,0,5,2,4,14,True
27,148,1,22,1,5,27,False
55,213,1,24,2,4,28,True
45,210,2,25,1,5,45,True
42,194,0,5,3,5,14,True
76,287,1,25,4,4,19,True
41,199,1,14,4,5,10,True
35,126,1,22,3,4,12,True
45,218,2,30,2,5,23,True
34,154,0,6,3,5,11,True
19,64,2,14,2,3,10,True
274,978,12,41,14,4,20,True
26,126,0,4,3,5,9,True
85,307,9,27,5,4,17,True
39,167,1,17,3,4,13,True
45,202,1,5,4,4,11,True
41,162,2,20,3,4,14,True
42,166,1,16,3,4,14,True
59,236,1,25,3,4,20,True
30,141,1,19,2,5,15,True
61,285,2,23,3,5,20,True
84,367,1,30,4,4,21,True
62,254,1,28,3,4,21,True
55,192,2,27,4,3,14,True
41,163,2,23,2,4,21,True
110,353,6,34,8,3,14,True
36,153,1,20,3,4,12,True
57,248,2,35,3,4,19,True
72,319,1,26,3,4,24,True
100,397,2,38,3,4,33,True
139,499,4,36,11,4,13,True
31,136,2,19,2,4,16,True
66,260,2,29,3,4,22,True
55,242,1,25,3,4,18,True
55,208,2,27,3,4,18,True
277,1088,8,38,10,4,28,True
40,152,1,21,4,4,10,True
42,214,0,7,3,5,14,True
91,405,0,15,3,4,30,True
43,165,1,10,7,4,6,True
42,218,0,14,3,5,14,True
52,208,1,28,2,4,26,True
155,578,4,32,10,4,16,True
30,147,1,8,3,5,10,True
45,238,0,10,3,5,15,True
52,236,1,14,4,5,13,True
43,238,0,11,4,6,11,True
63,269,2,29,4,4,16,True
65,258,2,24,3,4,22,True
33,129,2,21,3,4,11,True
63,225,0,11,5,4,13,True
49,208,1,16,3,4,16,True
164,578,4,34,11,4,15,True
62,280,2,25,2,5,31,True
46,186,1,21,3,4,15,True
47,200,1,14,4,4,12,True
32,191,0,7,3,6,11,True
37,175,0,7,3,5,12,True
43,234,0,12,3,5,14,True
46,224,1,20,3,5,15,True
48,234,3,35,2,5,24,True
33,155,0,13,2,5,17,True
34,161,1,11,3,5,11,True
23,109,1,15,2,5,12,True
24,112,2,12,3,5,8,True
34,137,1,11,3,4,11,True
34,131,1,8,3,4,11,True
36,126,3,10,2,4,18,True
32,130,0,6,4,4,8,True
28,127,1,16,2,5,14,True
27,125,0,7,1,5,27,True
39,156,2,11,2,4,20,True
23,104,0,4,2,5,12,True
32,130,1,10,2,4,16,True
37,168,2,12,3,5,12,True
40,175,3,17,1,4,40,True
23,74,1,8,2,3,12,True
20,70,2,9,2,4,10,True
22,86,2,9,2,4,11,True
22,92,1,10,2,4,11,True
22,82,1,8,2,4,11,True
26,138,2,22,2,5,13,True
28,157,2,27,2,6,14,True
50,239,2,26,3,5,17,True
47,249,2,29,3,5,16,True
65,321,3,43,3,5,22,True
40,203,3,28,2,5,20,True
64,281,2,26,3,4,21,True
61,275,2,27,3,5,20,True
50,282,0,8,1,6,50,True
39,168,1,21,3,4,13,True
102,435,2,37,5,4,20,True
57,236,1,23,4,4,14,True
40,147,3,26,4,4,10,True
46,198,2,32,2,4,23,True
68,345,1,28,3,5,23,True
41,229,1,23,5,6,8,True
57,217,1,16,3,4,19,True
49,205,1,21,3,4,16,True
41,221,0,9,3,5,14,True
54,236,0,16,4,4,14,True
68,289,1,27,3,4,23,True
60,295,1,22,4,5,15,True
98,305,6,26,8,3,12,True
47,194,0,4,3,4,16,True
31,136,1,20,2,4,16,True
45,222,0,12,2,5,23,True
60,272,4,27,3,5,20,True
60,264,1,41,2,4,30,True
46,182,0,7,5,4,9,True
63,306,1,28,4,5,16,True
68,372,2,30,2,5,34,True
10,50,1,19,1,5,10,False
11,63,1,20,1,6,11,False
13,55,2,22,1,4,13,False
50,212,2,22,3,4,17,False
23,86,2,23,1,4,23,False
29,115,1,28,4,4,7,False
13,54,2,22,1,4,13,False
18,83,2,27,1,5,18,False
14,69,1,22,2,5,7,False
63,253,2,27,2,4,32,False
16,99,2,27,1,6,16,False
57,226,2,28,3,4,19,False
12,74,1,21,2,6,6,False
14,86,1,23,2,6,7,False
13,58,1,22,1,4,13,False
49,230,2,22,3,5,16,False
15,76,1,22,1,5,15,False
17,73,1,26,1,4,17,False
20,97,2,29,1,5,20,False
17,88,1,26,1,5,17,False
37,146,1,24,2,4,19,False
3,29,1,11,1,10,3,False
11,62,1,21,1,6,11,False
19,90,1,27,2,5,10,False
52,220,2,29,3,4,17,False
50,197,4,29,4,4,13,False
22,103,1,29,1,5,22,False
17,97,1,26,1,6,17,False
12,70,1,21,1,6,12,False
15,80,1,24,1,5,15,False
12,48,2,21,2,4,6,False
11,62,1,21,1,6,11,False
11,66,1,20,1,6,11,False
20,88,1,26,2,4,10,False
12,81,1,21,1,7,12,False
23,108,1,30,1,5,23,False
19,101,1,25,1,5,19,False
19,93,1,28,1,5,19,False
10,38,1,15,2,4,5,False
17,63,0,6,3,4,6,False
29,136,3,18,1,5,29,False
33,150,1,14,1,5,33,False
12,69,1,15,1,6,12,False
43,192,1,14,1,4,43,False
70,262,8,32,3,4,23,False
14,55,0,3,1,4,14,False
45,194,1,16,2,4,23,False
21,94,1,18,1,4,21,False
13,63,0,3,1,5,13,False
31,128,1,26,3,4,10,False
49,234,1,14,1,5,49,False
27,164,1,18,1,6,27,False
14,53,1,5,1,4,14,False
31,136,1,16,1,4,31,False
15,70,1,9,2,5,8,False
47,218,1,18,4,5,12,False
5,13,0,1,1,3,5,False
31,186,1,14,1,6,31,False
17,102,1,18,1,6,17,False
29,116,1,14,1,4,29,False
39,192,3,20,1,5,39,False
12,56,1,9,2,5,6,False
39,190,1,18,1,5,39,False
23,114,3,18,1,5,23,False
35,170,3,22,1,5,35,False
27,148,1,14,1,5,27,False
6,21,0,1,1,4,6,False
33,162,1,16,1,5,33,False
13,52,0,2,2,4,7,False
31,150,1,20,1,5,31,False
29,174,1,14,1,6,29,False
39,200,1,26,1,5,39,False
27,140,1,14,1,5,27,False
41,184,1,14,1,4,41,False
35,170,1,16,1,5,35,False
15,46,0,2,2,3,8,False
25,124,1,14,1,5,25,False
20,62,1,3,2,3,10,False
45,218,3,16,1,5,45,False
41,208,5,22,1,5,41,False
37,170,3,20,1,5,37,False
33,148,3,20,1,4,33,False
29,144,1,18,1,5,29,False
51,216,3,16,1,4,51,False
47,198,1,20,1,4,47,False
17,65,0,4,1,4,17,False
29,120,1,28,1,4,29,False
13,62,1,8,2,5,7,False
16,57,0,4,1,4,16,False
29,152,1,20,1,5,29,False
14,59,0,2,1,4,14,False
23,120,5,26,1,5,23,False
35,158,1,14,1,5,35,False
27,124,1,18,1,5,27,False
0,0,0,0,0,0,0,False
25,88,3,20,2,4,13,False
33,120,1,14,1,4,33,False
57,232,1,16,1,4,57,False
25,142,1,16,1,6,25,False
172,644,2,21,9,4,19,False
31,122,1,16,1,4,31,False
49,182,5,56,4,4,12,False
71,336,5,74,4,5,18,False
17,89,0,1,2,5,9,False
0,0,0,0,0,0,0,False
49,212,1,50,1,4,49,False
39,148,1,38,4,4,10,False
0,0,0,0,0,0,0,False
33,134,1,38,3,4,11,False
27,106,3,32,2,4,14,False
41,182,3,52,1,4,41,False
0,0,0,0,0,0,0,False
89,356,1,82,2,4,45,False
29,108,3,34,2,4,15,False
71,274,5,70,1,4,71,False
0,0,0,0,0,0,0,False
7,37,0,2,2,5,4,False
0,0,0,0,0,0,0,False
65,282,3,66,1,4,65,False
31,110,3,34,4,4,8,False
45,192,1,46,5,4,9,False
0,0,0,0,0,0,0,False
59,274,5,66,1,5,59,False
0,0,0,0,0,0,0,False
57,238,1,56,6,4,10,False
17,73,0,1,2,4,9,False
0,0,0,0,0,0,0,False
13,58,1,20,1,4,13,False
71,292,5,70,3,4,24,False
11,51,0,1,2,5,6,False
0,0,0,0,0,0,0,False
45,194,3,50,2,4,23,False
61,242,7,62,2,4,31,False
55,220,9,84,2,4,28,False
0,0,0,0,0,0,0,False
33,154,1,38,2,5,17,False
53,230,3,58,5,4,11,False
3,7,0,1,1,2,3,False
55,264,3,66,4,5,14,False
73,240,7,78,4,3,18,False
0,0,0,0,0,0,0,False
59,262,3,58,2,4,30,False
45,240,3,48,2,5,23,False
59,224,3,58,3,4,20,False
0,0,0,0,0,0,0,False
21,79,0,5,2,4,11,False
6,25,0,2,2,4,3,False
59,280,1,64,4,5,15,False
41,194,3,44,1,5,41,False
29,132,1,34,2,5,15,False
73,294,3,78,6,4,12,False
47,184,1,54,6,4,8,False
19,98,0,4,3,5,6,False
0,0,0,0,0,0,0,False
65,216,3,60,7,3,9,False
51,190,1,48,1,4,51,False
45,160,5,42,5,4,9,False
17,81,0,1,2,5,9,False
0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,False
29,118,1,36,1,4,29,False
67,276,3,72,1,4,67,False
45,226,3,52,2,5,23,False
63,350,1,66,2,6,32,False
0,0,0,0,0,0,0,False
17,69,1,2,2,4,9,False
30,123,1,24,2,4,15,False
37,127,2,25,3,3,12,False
12,40,0,2,2,3,6,False
34,162,1,28,2,5,17,False
0,0,0,0,0,0,0,False
22,98,1,23,2,4,11,False
22,85,1,23,2,4,11,False
14,55,1,20,2,4,7,False
17,96,1,26,2,6,9,False
35,139,1,32,3,4,12,False
37,160,2,32,2,4,19,False
36,174,2,33,2,5,18,False
32,129,1,28,1,4,32,False
32,146,1,26,2,5,16,False
30,129,1,27,2,4,15,False
0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,False
26,116,2,26,1,4,26,False
16,78,0,1,2,5,8,False
0,0,0,0,0,0,0,False
29,118,9,34,1,4,29,False
37,152,3,42,5,4,7,False
37,176,2,28,2,5,19,False
21,102,2,27,1,5,21,False
0,0,0,0,0,0,0,False
71,280,0,9,3,4,24,False
27,106,1,26,1,4,27,False
27,130,1,23,2,5,14,False
34,121,4,32,1,4,34,False
9,45,0,8,1,5,9,False
24,111,1,24,2,5,12,False
32,141,1,26,3,4,11,False
24,102,1,26,1,4,24,False
17,70,1,24,2,4,9,False
11,50,0,1,2,5,6,False
2,9,0,1,1,5,2,False
55,288,1,60,3,5,18,False
0,0,0,0,0,0,0,False
37,170,1,40,1,5,37,False
47,171,1,20,3,4,16,False
35,132,1,38,4,4,9,False
81,298,3,82,5,4,16,False
6,19,0,1,1,3,6,False
0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,False
37,206,1,15,1,6,37,False
53,224,3,64,3,4,18,False
41,206,3,52,1,5,41,False
26,99,0,2,2,4,13,False
5,13,0,1,1,3,5,False
25,92,1,15,1,4,25,False
23,106,0,12,4,5,6,False
23,106,1,15,1,5,23,False
23,116,1,19,1,5,23,False
19,102,1,15,1,5,19,False
9,105,0,1,1,12,9,False
30,133,1,13,1,4,30,False
24,96,4,25,3,4,8,False
35,186,1,19,1,5,35,False
35,160,1,13,1,5,35,False
39,216,1,25,1,6,39,False
25,128,3,19,1,5,25,False
18,137,2,5,1,8,18,False
13,68,1,19,1,5,13,False
28,121,8,43,2,4,14,False
43,208,3,23,1,5,43,False
8,105,1,3,1,13,8,False
8,53,1,12,1,7,8,False
32,181,1,35,2,6,16,False
62,260,0,7,4,4,16,False
57,280,3,64,3,5,19,False
55,258,3,62,3,5,18,False
59,260,2,39,4,4,15,False
30,120,1,17,3,4,10,False
30,121,1,19,3,4,10,False
0,0,0,0,0,0,0,False
31,146,3,17,1,5,31,False
10,40,0,1,1,4,10,False
37,172,1,13,2,5,19,False
9,98,0,2,3,11,3,False
8,41,0,4,2,5,4,False
0,0,0,0,0,0,0,False
33,185,0,1,1,6,33,False
61,205,7,43,4,3,15,False
33,185,2,11,1,6,33,False
4,29,1,11,2,7,2,False
28,275,0,12,2,10,14,False
10,64,3,19,1,6,10,False
9,27,0,1,1,3,9,False
5,27,0,3,1,5,5,False
7,22,0,1,1,3,7,False
4,16,0,1,1,4,4,False
54,262,5,33,5,5,11,False
41,166,1,21,1,4,41,False
40,169,1,18,2,4,20,False
56,229,1,21,1,4,56,False
30,123,1,18,1,4,30,False
46,191,1,41,1,4,46,False
49,215,2,41,3,4,16,False
44,216,1,34,5,5,9,False
40,189,1,35,3,5,13,False
35,139,3,36,1,4,35,False
32,154,2,38,3,5,11,False
19,213,1,4,1,11,19,False
45,197,3,37,1,4,45,False
34,161,2,35,3,5,11,False
27,154,1,35,2,6,14,False
34,149,2,35,2,4,17,False
48,206,3,40,3,4,16,False
26,119,1,34,3,5,9,False
28,119,7,51,2,4,14,False
22,112,1,28,1,5,22,False
39,172,2,35,4,4,10,False
34,154,4,36,3,5,11,False
42,171,2,35,2,4,21,False
46,193,1,22,1,4,46,False
52,233,2,34,2,4,26,False
29,126,1,17,1,4,29,False
36,141,2,24,1,4,36,False
52,186,3,39,2,4,26,False
28,128,1,32,1,5,28,False
38,147,2,33,2,4,19,False
26,134,2,40,2,5,13,False
42,181,2,34,2,4,21,False
48,211,1,35,3,4,16,False
49,208,2,33,2,4,25,False
57,265,1,33,2,5,29,False
27,129,1,27,2,5,14,False
28,118,1,31,2,4,14,False
41,165,1,31,1,4,41,False
26,117,1,33,1,5,26,False
46,188,2,41,3,4,15,False
29,124,2,35,1,4,29,False
34,183,1,21,2,5,17,False
56,234,1,20,2,4,28,False
35,131,1,18,1,4,35,False
36,140,1,18,3,4,12,False
56,285,1,31,2,5,28,False
57,242,2,30,2,4,29,False
41,185,1,17,2,5,21,False
64,272,1,18,2,4,32,False
45,221,1,17,2,5,23,False
18,92,1,27,1,5,18,False
62,222,3,21,1,4,62,False
54,210,1,23,3,4,18,False
23,95,3,18,2,4,12,False
29,107,1,17,3,4,10,False
5,16,0,1,1,3,5,False
18,69,1,5,3,4,6,False
40,143,1,2,2,4,20,False
38,180,0,4,3,5,13,False
30,129,0,3,2,4,15,False
31,126,0,3,3,4,10,False
35,147,2,14,2,4,18,False
38,163,7,60,3,4,13,False
28,96,0,2,2,3,14,False
26,102,0,4,1,4,26,False
28,96,0,4,2,3,14,False
25,85,0,2,2,3,13,False
21,76,0,4,3,4,7,False
49,164,1,9,7,3,7,False
20,86,11,57,2,4,10,False
26,96,0,1,2,4,13,False
25,152,1,21,1,6,25,False
23,124,1,13,1,5,23,False
18,85,1,13,1,5,18,False
25,130,1,19,1,5,25,False
42,181,1,17,1,4,42,False
46,193,1,20,3,4,15,False
35,150,1,21,2,4,18,False
32,117,1,17,3,4,11,False
15,75,1,24,1,5,15,False
50,200,1,22,2,4,25,False
50,218,1,17,1,4,50,False
