nouns,pronouns,verbs,numbers,adjectives,conjunctions,adverbs,class
1,0,0,0,0,0,0,False
0,21,2,2,0,0,2,False
2,21,10,0,4,0,0,False
5,2,3,0,3,0,0,False
4,1,3,0,2,0,1,False
3,6,0,0,1,0,0,False
1,0,0,0,0,0,0,False
6,9,6,0,0,0,0,False
5,0,3,0,2,0,1,False
1,12,2,0,0,0,0,False
2,9,6,2,0,0,2,False
5,4,2,0,2,0,0,False
2,13,0,0,4,0,0,False
2,13,4,2,0,0,0,False
2,5,4,0,0,0,4,False
2,5,0,0,0,0,0,False
4,15,2,2,0,0,0,False
1,14,4,0,0,0,2,False
2,15,2,0,0,0,0,False
0,6,0,1,0,0,0,False
0,13,0,2,0,0,0,False
2,11,4,2,0,0,0,False
0,10,2,0,0,0,0,False
3,14,4,0,0,0,2,False
2,9,4,0,0,0,2,False
2,9,2,2,2,0,2,False
2,17,4,0,0,0,0,False
0,8,2,0,1,0,2,False
0,15,0,0,0,0,0,False
0,7,2,0,0,0,0,False
0,9,2,0,0,0,0,False
1,7,4,0,2,0,3,False
7,4,6,2,2,0,0,False
2,2,3,0,4,0,0,False
2,11,0,0,0,0,0,False
2,5,4,0,2,0,0,False
0,14,1,0,0,0,3,False
6,15,4,0,0,0,0,False
0,6,1,0,5,0,2,False
0,17,2,0,2,0,0,False
5,8,4,0,0,0,2,False
0,0,0,0,0,0,0,False
0,9,1,0,0,0,0,False
3,2,2,0,0,0,0,False
1,8,2,2,0,0,0,False
0,15,0,0,2,0,0,False
6,12,0,0,1,0,0,False
6,5,2,0,2,0,0,False
2,0,4,0,0,0,1,False
2,9,2,0,3,0,0,False
0,9,2,0,0,0,4,False
2,7,4,2,4,0,0,False
1,12,2,0,0,0,0,False
1,10,2,0,0,0,0,False
1,12,0,0,0,0,2,False
1,7,0,1,1,0,2,False
2,12,3,0,2,0,0,False
4,10,3,0,2,0,0,False
3,7,2,2,1,0,2,False
6,17,4,2,2,0,0,False
4,11,4,0,0,0,2,False
4,5,6,0,4,0,2,False
3,12,0,0,0,0,0,False
0,8,3,0,0,0,0,False
1,9,2,1,1,0,1,False
4,11,5,0,0,0,0,False
0,15,2,0,0,0,2,False
2,9,5,0,2,0,0,False
3,12,4,0,0,0,0,False
1,7,3,0,0,0,2,False
2,5,2,0,0,0,0,False
3,4,6,0,0,0,0,False
11,5,5,1,3,0,3,False
1,4,4,0,0,0,0,False
1,5,0,0,1,0,0,False
5,1,0,0,2,0,1,False
7,5,5,2,1,0,1,False
2,0,0,0,0,0,0,False
1,5,2,1,0,0,0,False
6,13,4,0,2,0,0,False
2,13,4,0,0,0,0,False
2,10,4,0,1,0,0,False
2,17,2,0,2,0,0,False
5,1,8,0,4,0,3,False
7,2,6,0,3,0,2,False
6,10,7,0,5,0,1,False
8,2,5,0,1,0,0,False
9,0,4,0,0,0,2,False
6,8,4,0,1,0,2,False
6,1,2,0,2,0,4,False
7,2,3,1,2,0,1,False
2,7,1,0,0,0,0,False
5,0,4,0,1,0,6,False
8,5,1,0,2,0,1,False
9,2,3,0,4,0,3,False
6,0,4,2,1,0,2,False
8,1,3,0,1,0,0,False
7,2,7,0,2,0,1,False
5,0,4,0,1,0,2,False
10,3,5,0,0,0,0,False
9,0,1,0,3,0,1,False
5,0,2,0,1,0,1,False
6,1,8,0,0,0,2,False
7,3,3,0,0,0,0,False
7,2,3,0,2,0,1,False
5,1,1,0,2,0,1,False
4,2,1,0,3,0,1,False
7,0,0,2,1,0,2,False
7,2,2,0,2,0,3,False
6,0,0,0,1,0,0,False
3,0,3,0,0,0,1,False
6,0,2,0,1,0,1,False
8,2,2,0,1,0,4,False
5,8,1,0,1,0,2,False
3,0,3,0,2,0,3,False
7,2,3,0,0,0,1,False
4,5,3,1,1,0,0,False
7,0,2,0,1,0,1,False
7,3,2,0,0,0,1,False
5,2,7,0,0,0,2,False
3,4,0,0,0,0,0,False
0,7,4,0,2,0,3,False
3,8,4,2,0,0,0,False
3,0,3,0,1,0,1,False
6,0,1,0,0,0,0,False
5,4,2,0,0,0,2,False
0,9,2,0,2,0,2,False
7,12,2,0,0,0,0,False
0,5,4,0,2,0,2,False
5,4,0,0,0,0,0,False
0,0,1,0,0,0,0,False
4,2,0,0,0,0,2,False
3,1,0,0,1,0,0,False
1,2,1,0,1,0,0,False
0,11,2,0,2,0,0,False
0,2,0,0,0,0,0,False
5,6,5,1,6,0,1,False
3,14,2,0,0,0,2,False
4,2,3,0,2,0,0,False
0,17,1,0,2,0,2,False
2,11,0,0,0,0,2,False
4,1,3,0,2,0,0,False
0,20,2,0,0,0,1,False
3,9,4,2,1,0,0,False
4,7,4,0,0,0,0,False
0,9,4,0,2,0,0,False
0,0,1,0,0,0,0,False
0,21,2,0,2,0,0,False
3,0,0,0,2,0,0,False
5,3,5,0,2,0,2,False
1,2,0,0,0,0,0,False
4,1,3,0,2,0,0,False
2,14,2,0,0,0,0,False
0,0,0,0,0,0,0,False
0,7,1,0,0,0,0,False
60,13,47,3,20,0,5,False
2,5,2,0,2,0,2,False
6,8,10,0,2,0,0,False
63,26,34,13,20,0,8,False
8,9,5,3,3,0,4,False
0,3,5,0,2,0,0,False
11,6,8,0,1,0,1,False
3,3,5,0,1,0,2,False
5,9,6,1,0,0,5,False
6,4,2,1,3,0,2,False
4,6,2,0,2,0,1,False
8,6,8,1,4,0,1,False
8,12,9,0,2,0,0,False
5,5,4,1,2,0,1,False
5,14,3,0,2,0,2,False
4,9,5,0,3,0,3,False
2,4,0,0,1,0,1,False
8,6,3,1,5,0,3,False
10,6,2,0,2,0,5,False
3,8,10,1,3,0,1,False
6,8,4,0,2,0,2,False
3,7,3,1,2,0,1,False
2,17,5,0,1,0,2,False
1,4,3,1,0,0,3,False
5,3,1,1,2,0,2,False
3,9,5,1,1,0,2,False
4,4,3,0,2,0,1,False
2,5,3,0,2,0,2,False
4,7,3,1,1,0,1,False
4,8,9,2,2,0,0,False
7,5,5,0,2,0,4,False
4,8,9,0,1,0,4,False
1,13,6,1,2,0,0,False
7,10,2,0,2,0,1,False
1,13,2,0,2,0,1,False
7,10,4,0,3,0,0,False
2,9,4,0,0,0,0,False
4,7,3,3,0,0,3,False
4,4,9,0,1,0,3,False
6,6,5,0,1,0,3,False
6,6,6,0,2,0,0,False
8,10,6,0,2,0,2,False
0,1,1,1,0,0,0,False
6,5,9,0,2,0,1,False
2,8,6,0,2,0,1,False
9,5,6,1,1,0,1,False
5,13,5,0,3,0,0,False
5,12,5,0,6,0,1,False
2,9,4,1,1,0,1,False
3,6,4,0,2,0,0,False
2,7,7,0,2,0,0,False
8,5,5,1,3,0,3,False
6,6,5,0,2,0,1,False
5,10,5,2,2,0,0,False
4,2,4,0,3,0,0,False
2,1,2,2,2,0,2,False
2,2,0,0,1,0,1,False
3,2,2,0,2,0,0,False
7,0,2,2,2,0,2,False
9,2,8,2,0,0,2,False
8,7,6,0,0,0,0,False
4,0,1,1,1,0,2,False
4,0,1,1,1,0,2,False
2,1,3,0,1,0,1,False
5,0,2,0,1,0,0,False
4,0,2,0,0,0,0,False
4,9,2,0,4,0,4,False
5,8,1,1,1,0,2,False
3,2,2,0,4,0,2,False
12,1,2,0,0,0,0,False
6,2,2,2,0,0,4,False
5,0,2,2,2,0,4,False
9,2,0,0,2,0,4,False
4,5,2,0,0,0,0,False
7,1,0,1,2,0,0,False
2,3,1,0,0,0,0,False
3,1,1,1,1,0,0,False
1,2,1,0,1,0,1,False
3,2,2,0,2,0,2,False
3,2,2,0,6,0,2,False
5,6,3,1,0,0,1,False
0,5,2,0,2,0,0,False
1,6,3,0,1,0,1,False
2,4,1,0,0,0,0,False
2,3,1,0,0,0,1,False
2,2,0,2,0,0,0,False
2,5,2,0,0,0,0,False
2,5,3,1,0,0,2,False
0,6,1,0,0,0,0,False
2,3,1,0,0,0,0,False
1,5,3,0,1,0,0,False
2,7,3,0,0,0,1,False
1,7,1,3,0,0,1,False
0,2,1,0,1,0,3,False
1,9,2,1,1,0,0,False
1,8,1,0,0,0,0,False
0,6,1,0,2,0,0,False
3,8,1,2,0,0,0,False
0,3,1,0,2,0,0,False
3,8,2,0,2,0,0,False
0,6,0,0,0,0,0,False
4,6,2,1,1,0,2,False
0,9,1,0,0,0,0,False
2,5,0,0,0,0,0,False
2,5,0,0,0,0,0,False
2,2,1,0,1,0,1,False
0,7,2,1,0,0,1,False
8,16,7,2,9,0,1,False
2,4,0,0,0,0,0,False
1,5,2,0,0,0,0,False
0,7,1,0,0,0,0,False
2,3,1,1,0,0,0,False
5,9,6,0,1,0,1,False
0,10,1,0,1,0,0,False
0,6,1,0,0,0,1,False
5,3,4,0,2,0,3,False
1,5,2,0,0,0,0,False
2,3,1,1,0,0,0,False
1,10,1,0,0,0,1,False
2,10,2,0,1,0,0,False
1,6,0,0,0,0,0,False
1,7,0,2,0,0,0,False
9,12,3,1,2,0,0,False
0,6,1,0,0,0,0,False
0,7,1,0,0,0,0,False
1,3,2,0,0,0,0,False
1,7,2,0,0,0,0,False
0,7,0,0,0,0,1,False
1,5,3,0,1,0,1,False
0,8,0,0,0,0,0,False
1,2,2,0,0,0,0,False
3,2,2,0,0,0,0,False
7,5,6,0,3,0,1,False
1,4,1,0,1,0,1,False
2,3,2,1,0,0,0,False
10,7,10,0,5,0,1,False
1,6,1,0,0,0,0,False
7,8,3,0,2,0,0,False
1,9,0,0,0,0,0,False
3,4,2,1,0,0,0,False
5,14,6,1,3,0,2,False
0,7,0,0,0,0,0,False
0,10,2,0,0,0,0,False
8,10,5,2,4,0,1,False
2,9,0,0,3,0,0,False
1,6,1,0,0,0,0,False
2,3,0,0,0,0,2,False
3,11,1,0,1,0,0,False
3,3,1,1,1,0,0,False
0,6,1,0,1,0,1,False
3,6,0,1,0,0,1,False
4,5,4,0,2,0,3,False
0,8,0,0,1,0,0,False
0,6,2,0,1,0,0,False
0,5,4,0,0,0,1,False
1,10,2,0,0,0,0,False
4,7,3,2,0,0,0,False
4,17,6,1,2,0,0,False
6,14,4,3,1,0,1,False
0,9,4,0,1,0,2,False
3,12,5,1,2,0,1,False
4,7,2,0,3,0,1,False
1,6,7,0,0,0,2,False
5,7,8,0,0,0,2,False
2,12,4,1,0,0,1,False
4,2,6,2,1,0,3,False
1,9,3,1,2,0,1,False
3,17,5,0,0,0,2,False
5,7,7,0,2,0,0,False
4,12,7,1,1,0,5,False
8,8,4,0,3,0,1,False
6,4,7,0,1,0,3,False
7,7,6,0,5,0,4,False
4,5,4,0,0,0,1,False
3,4,3,1,1,0,1,False
7,6,5,1,5,0,1,False
6,3,6,2,0,0,3,False
9,1,4,1,7,0,4,False
10,5,11,0,7,0,3,False
3,3,3,0,2,0,4,False
9,2,7,0,3,0,1,False
0,0,0,0,0,0,0,False
4,21,4,0,2,0,0,False
0,15,4,0,2,0,2,False
9,16,4,2,2,0,0,False
2,2,3,0,0,0,1,False
0,0,0,0,0,0,0,False
0,13,2,0,0,0,2,False
6,27,8,0,2,0,4,False
3,8,1,0,1,0,1,False
0,0,0,0,0,0,0,False
3,1,0,0,2,0,0,False
1,0,0,0,1,0,1,False
2,5,3,2,0,0,2,False
0,25,8,0,2,0,0,False
2,1,2,0,0,0,1,False
0,0,0,0,0,0,0,False
4,3,2,2,0,0,0,False
8,3,10,0,8,0,2,False
4,7,6,2,0,0,0,False
2,1,4,0,0,0,0,False
0,0,0,0,0,0,0,False
4,9,0,2,0,0,2,False
2,7,8,0,0,0,0,False
3,25,2,0,0,0,0,False
6,17,4,0,3,0,2,False
0,0,0,0,0,0,0,False
0,5,2,0,0,0,0,False
0,0,3,0,1,0,0,False
4,15,6,0,4,0,2,False
0,0,0,0,0,0,0,False
6,11,8,0,4,0,6,False
5,22,4,2,0,0,4,False
0,0,1,0,1,0,0,False
2,16,7,0,0,0,0,False
6,8,2,0,4,0,2,False
0,0,0,0,0,0,0,False
0,21,4,0,0,0,0,False
0,23,6,0,2,0,0,False
2,16,4,0,0,0,2,False
1,5,2,0,0,0,1,False
2,3,2,0,1,0,0,False
2,3,1,0,2,0,1,False
1,6,0,0,0,0,0,False
0,7,3,0,0,0,0,False
4,5,2,0,1,0,0,False
4,13,4,1,3,0,1,False
11,6,11,0,2,0,0,False
1,13,0,0,0,0,0,False
0,8,1,0,0,0,0,False
3,6,6,0,1,0,2,False
0,8,1,0,0,0,1,False
0,10,2,0,0,0,0,False
7,10,5,0,3,0,1,False
0,4,2,0,0,0,1,False
1,4,4,0,0,0,0,False
19,5,13,1,4,0,2,False
2,5,2,0,0,0,1,False
8,6,4,1,0,0,2,False
13,9,9,6,5,0,2,False
3,3,3,0,2,0,0,False
6,11,5,0,1,0,0,False
0,3,0,0,0,0,0,False
7,13,5,0,6,0,0,False
0,3,3,0,1,0,0,False
3,5,2,0,1,0,1,False
1,7,3,0,1,0,0,False
2,6,3,1,0,0,0,False
1,5,0,0,2,0,0,False
3,3,7,0,1,0,2,False
0,3,0,0,1,0,0,False
0,7,0,0,0,0,0,False
1,6,1,0,0,0,0,False
2,8,4,0,1,0,0,False
2,4,2,0,1,0,0,False
1,3,2,0,0,0,1,False
11,9,5,0,6,0,1,False
1,7,1,0,4,0,0,False
0,7,1,0,0,0,0,False
2,7,0,0,0,0,1,False
1,6,1,0,0,0,0,False
7,9,5,0,1,0,0,False
2,8,1,0,1,0,0,False
1,2,0,0,0,0,0,False
7,13,5,0,6,0,0,False
6,9,7,1,4,0,2,False
1,6,0,0,0,0,0,False
3,5,1,0,0,0,2,False
1,6,2,0,0,0,0,False
3,10,4,1,1,0,2,False
1,5,1,0,1,0,0,False
0,9,0,0,0,0,0,False
1,6,2,0,1,0,0,False
3,7,2,0,1,0,0,False
1,8,0,1,0,0,1,False
1,6,3,0,0,0,0,False
1,5,2,0,1,0,0,False
3,6,1,0,0,0,0,False
8,9,5,0,5,0,6,False
3,8,1,0,1,0,0,False
7,5,6,0,2,0,1,False
2,5,1,1,1,0,1,False
2,3,2,1,1,0,0,False
0,8,0,0,0,0,2,False
4,5,4,0,1,0,2,False
2,4,2,0,1,0,0,False
11,3,3,0,5,0,3,False
3,4,2,0,2,0,1,False
10,4,6,0,4,0,1,False
1,9,4,0,0,0,2,False
6,4,3,0,1,0,0,False
0,4,0,0,0,0,0,False
4,3,2,0,0,0,0,False
9,12,6,0,3,0,1,False
7,13,6,1,3,0,2,False
3,6,1,0,0,0,0,False
0,7,2,0,0,0,0,False
1,6,2,0,3,0,3,False
7,7,4,0,6,0,3,False
1,5,2,0,1,0,1,False
9,9,5,0,2,0,0,False
2,2,5,0,1,0,4,False
6,8,2,1,4,0,1,False
4,2,4,0,1,0,1,False
4,10,5,1,1,0,0,False
0,6,2,0,0,0,1,False
3,4,5,0,3,0,2,False
0,5,1,0,0,0,1,False
3,8,2,0,2,0,3,False
0,10,2,0,0,0,0,False
7,5,9,1,1,0,2,False
0,9,1,0,0,0,1,False
10,2,5,0,5,0,0,False
3,8,1,0,1,0,0,False
7,8,4,1,2,0,3,False
2,3,1,0,0,0,0,False
4,8,3,0,0,0,0,False
1,5,1,0,1,0,0,False
0,5,3,0,0,0,0,False
7,8,10,0,1,0,1,False
9,5,5,0,2,0,3,False
3,4,2,0,0,0,0,False
1,2,2,0,1,0,1,False
1,8,0,0,1,0,0,False
3,2,2,0,0,0,0,False
1,8,1,0,0,0,0,False
3,3,1,0,2,0,0,False
1,6,3,0,0,0,0,False
1,6,0,1,1,0,0,False
1,9,1,0,0,0,1,False
4,4,1,0,1,0,0,False
0,8,3,0,0,0,2,False
2,5,1,0,0,0,0,False
0,10,0,0,0,0,1,False
8,3,2,0,2,0,0,False
1,6,2,0,0,0,0,False
2,0,1,0,0,0,0,False
3,9,4,0,0,0,3,False
7,5,3,0,2,0,0,False
4,13,0,0,0,0,0,False
1,9,1,0,0,0,0,False
1,8,2,0,1,0,2,False
0,5,4,0,1,0,2,False
0,3,3,0,0,0,0,False
2,2,1,0,1,0,1,False
1,10,0,0,1,0,0,False
0,15,4,0,0,0,0,False
0,0,0,0,0,0,0,False
4,5,6,0,0,0,0,False
2,5,0,0,0,0,0,False
1,8,1,0,0,0,0,False
1,3,1,0,0,0,0,False
0,7,2,0,1,0,1,False
0,8,1,0,0,0,0,False
2,5,1,2,0,0,2,False
3,5,2,0,0,0,0,False
0,7,1,0,0,0,0,False
2,9,8,0,0,0,0,False
2,12,1,0,2,0,0,False
1,0,0,0,0,0,0,False
4,1,8,0,1,0,6,False
2,3,2,0,1,0,1,False
1,7,1,0,0,0,2,False
1,6,1,0,2,0,0,False
4,2,3,0,1,0,1,False
8,9,6,0,0,0,0,False
6,3,6,2,0,0,0,False
6,5,8,0,2,0,0,False
10,3,8,0,2,0,2,False
0,0,1,0,0,0,2,False
2,6,1,0,0,0,0,False
0,11,2,0,0,0,2,False
0,4,4,0,0,0,0,False
1,0,0,0,0,0,0,False
6,7,0,2,0,0,2,False
0,9,2,0,0,0,0,False
1,0,0,0,0,0,0,False
5,4,6,0,0,0,0,False
0,21,2,0,0,0,0,False
0,0,0,0,0,0,0,False
2,4,1,0,0,0,0,False
4,3,8,0,2,0,0,False
0,0,0,0,0,0,0,False
2,11,4,0,0,0,0,False
0,7,2,0,0,0,0,False
0,3,2,0,0,0,0,False
3,6,2,0,0,0,0,False
0,2,0,0,0,0,0,False
1,10,2,0,0,0,2,False
2,19,4,0,0,0,0,False
0,5,0,0,0,0,0,False
0,13,0,0,2,0,2,False
3,6,4,0,0,0,0,False
0,9,4,0,0,0,0,False
4,5,10,0,1,0,1,False
57,16,40,3,19,0,19,False
2,13,2,0,0,0,0,False
3,12,2,0,0,0,2,False
0,0,0,0,0,0,0,False
3,2,1,0,1,0,0,False
0,0,0,0,0,0,0,False
2,26,9,2,3,0,2,False
5,12,4,2,2,0,0,False
3,17,4,0,0,0,2,False
0,0,0,0,0,0,0,False
4,23,6,0,0,0,0,False
5,12,2,2,0,0,0,False
6,7,4,0,0,0,0,False
9,6,4,2,2,0,0,False
5,4,5,1,1,0,1,False
3,5,3,0,1,0,0,False
4,5,4,0,2,0,2,False
0,7,2,0,0,0,0,False
5,2,6,0,4,0,0,False
8,3,2,0,0,0,0,False
8,1,2,2,4,0,0,False
11,4,6,0,2,0,0,False
4,3,2,0,1,0,1,False
