@relation reaction_vector

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute class {True,False}

@data
1245,1302,2,3,52,2,False
605,766,0,12,11,0,False
65,80,0,0,3,1,False
38,56,0,0,0,0,False
1661,410,3,4,21,4,False
20,31,1,0,0,0,False
22,26,0,0,1,0,False
23,11,0,0,0,0,False
16,32,0,1,1,1,False
129,279,0,1,2,4,False
240,242,1,0,5,0,False
48,45,0,0,1,0,False
191,160,0,1,3,0,False
66,77,0,0,0,2,False
25,21,0,0,2,0,False
521,575,0,0,3,0,False
141,176,0,1,5,2,False
217,308,0,0,0,1,False
107,135,0,0,0,0,False
312,558,0,0,1,2,False
742,1105,1,0,15,3,False
9,7,0,0,0,0,False
136,87,0,2,1,1,False
159,242,0,4,3,3,False
92,136,0,0,1,2,False
957,3022,15,1,10,8,False
61,75,0,1,1,1,False
14,14,0,0,0,1,False
247,325,0,0,4,1,False
73,209,0,0,1,1,False
225,343,6,4,2,2,False
39,20,0,0,0,0,False
135,93,0,0,5,0,False
446,612,0,4,10,0,False
5,1,0,0,0,0,False
166,56,3,4,1,1,False
49,119,0,0,1,1,False
107,147,0,0,0,0,False
388,632,0,0,8,0,False
133,159,0,0,20,0,False
153,209,1,0,1,0,False
355,407,4,1,4,1,False
140,298,0,0,6,4,False
22,54,3,1,0,0,False
54,56,0,0,0,0,False
33,59,0,0,0,0,False
53,6,0,1,2,0,False
121,143,3,1,1,0,False
116,100,2,0,0,1,False
384,551,2,9,7,1,False
101,201,0,1,3,0,False
163,106,1,5,1,3,False
27,12,0,3,0,1,False
30,24,0,0,0,0,False
12,27,0,0,0,0,False
38,118,0,0,0,1,False
23,19,0,0,0,1,False
250,424,1,0,11,2,False
125,231,0,0,1,2,False
603,594,2,0,9,1,False
38,44,0,0,1,1,False
80,63,0,1,0,0,False
424,794,0,0,7,3,False
71,0,0,0,1,0,False
39,34,0,0,0,1,False
17,15,0,0,0,0,False
609,1364,0,1,4,1,False
111,174,0,0,3,0,False
312,555,0,2,4,0,False
153,117,0,2,5,0,False
588,826,4,11,11,2,False
139,213,0,0,1,1,False
57,26,0,0,14,0,False
136,158,0,0,0,1,False
109,80,3,1,2,1,False
67,75,0,1,0,1,False
269,455,0,2,2,1,False
218,420,0,0,6,4,False
128,72,0,16,0,1,False
79,59,0,0,0,0,False
73,114,0,1,1,0,False
68,85,0,0,3,2,False
185,218,1,0,3,0,False
126,161,1,0,0,2,False
529,541,6,21,21,4,False
241,298,0,1,10,3,False
83,28,2,14,0,3,False
102,210,0,0,4,1,False
142,187,1,4,4,0,False
77,73,0,0,1,1,False
82,72,11,4,0,0,False
90,212,0,4,1,0,False
639,1169,2,2,19,100,False
29,24,0,0,0,0,False
464,855,0,0,13,0,False
29,14,0,0,1,0,False
90,129,0,0,1,1,False
48,36,0,0,2,1,False
55,43,0,1,0,0,False
71,106,0,0,0,3,False
48,83,0,0,1,0,False
589,539,0,1,29,3,False
121,175,0,0,3,2,False
223,172,0,5,2,0,False
21,16,0,0,0,0,False
80,62,0,0,3,0,False
50,54,0,0,1,0,False
25,29,0,0,1,0,False
853,1722,0,0,21,4,False
857,1625,0,3,23,15,False
33,39,0,0,0,0,False
27,32,0,14,0,0,False
25,43,0,0,0,0,False
635,676,1,2,5,1,False
432,1079,0,0,4,11,False
41,22,0,1,1,0,False
353,822,0,0,7,3,False
60,43,1,0,1,2,False
1,2,0,0,0,0,False
188,137,0,3,3,3,False
30,20,0,0,6,1,False
38,19,0,0,0,0,False
10,9,0,0,0,1,False
175,0,58,39,4,1,False
83,89,0,0,4,0,False
166,470,1,0,0,3,False
97,265,0,0,3,1,False
221,474,0,1,1,0,False
58,85,0,0,0,0,False
34,50,0,0,0,0,False
49,24,0,0,2,0,False
5,10,0,0,0,0,False
6,0,0,0,1,0,False
24,54,0,0,1,0,False
4,1,0,0,1,0,False
13,25,0,0,1,0,False
4,5,0,0,0,0,False
12,2,0,0,1,0,False
12,15,0,0,2,0,False
12,12,0,0,1,0,False
19,11,0,0,1,0,False
107,95,0,1,1,1,False
10,6,0,0,0,0,False
7,0,0,0,0,1,False
19,7,0,0,0,0,False
30,46,0,0,0,1,False
31,23,0,0,0,1,False
21,3,0,0,1,1,False
19,7,0,0,0,0,False
69,89,0,1,3,0,False
10,13,0,0,0,0,False
27,84,0,0,1,0,False
30,12,1,0,7,0,False
12,4,0,0,0,0,False
33,26,0,0,0,1,False
20,0,0,0,3,8,False
10,20,0,0,0,0,False
29,19,0,0,5,0,False
13,7,0,0,0,0,False
14,6,0,0,0,2,False
15,40,0,0,1,0,False
10,18,0,0,0,0,False
37,2,0,0,1,5,False
18,16,0,0,2,0,False
12,21,0,0,1,0,False
10,3,0,0,0,3,False
13,14,0,0,1,0,False
26,32,0,0,0,0,False
109,139,0,0,47,0,False
19,1,0,0,0,0,False
117,4,0,0,31,2,False
75,7,0,0,5,0,False
5,23,0,0,0,0,False
21,14,0,0,9,0,False
196,347,1,2,20,0,False
3,0,0,0,0,0,False
18,45,0,0,0,0,False
38,48,0,1,1,0,False
71,96,0,0,1,0,False
121,262,0,0,3,1,False
813,3,3,0,246,0,False
5,21,0,0,0,0,False
750,1546,2,1,28,9,False
26,26,0,0,1,0,False
42,75,0,0,4,8,False
4,5,0,0,0,0,False
6,0,3,0,0,2,False
16,66,0,0,1,1,False
642,1,0,1,179,0,False
1,8,0,0,0,0,False
7,2,0,0,0,0,False
17,3,0,0,0,0,False
45,30,0,0,1,2,False
86,89,0,0,4,0,False
21,0,0,0,6,0,False
16,21,0,0,0,0,False
3,5,0,0,7,0,False
6,4,0,0,0,0,False
25,37,0,0,0,0,False
2,4,0,0,0,0,False
7,20,0,0,0,0,False
2,1,0,0,0,0,False
23,104,0,0,0,0,False
50,1,0,0,8,0,False
36,32,0,0,0,0,False
27,6,0,0,0,0,False
175,28,0,1,54,3,False
35,58,0,0,17,0,False
5,12,0,0,0,0,False
4,0,0,0,0,0,False
7,8,0,0,1,0,False
13,11,0,0,0,0,False
21,7,0,0,0,0,False
10,0,0,0,0,0,False
21,14,0,0,3,0,False
37,0,3,0,0,0,False
3,0,0,0,2,0,False
412,5,25,304,8,9,True
93,48,13,6,0,60,True
101,19,101,5,3,11,True
1037,365,5,3,28,19,True
43,2,0,0,1,0,True
87,15,2,2,5,0,True
55,41,26,0,5,0,True
23,11,2,0,0,1,True
94,95,3,1,12,4,True
29,16,0,0,3,0,True
317,328,3,0,15,3,True
777,186,20,2,199,5,True
204,27,73,1,13,6,True
284,4,1,0,104,0,True
636,10,4,0,360,2,True
73,60,1,1,3,0,True
714,3,0,1,396,1,True
167,5,0,0,46,0,True
83,62,3,20,8,1,True
1948,321,28,0,519,10,True
446,18,0,0,196,1,True
54,20,2,0,8,1,True
135,11,1,0,40,0,True
528,36,3,0,220,0,True
258,14,0,0,107,0,True
159,46,0,0,47,0,True
52,28,1,0,1,1,True
98,148,0,2,2,4,True
1166,11,0,0,515,1,True
75,48,0,1,1,1,True
32,38,0,0,1,7,True
57,11,0,0,19,0,True
18,4,1,5,1,1,True
27,11,0,1,5,0,True
26,0,0,0,4,0,True
283,9,0,0,73,1,True
222,57,34,4,3,104,True
1298,4,7,3162,90,126,True
445,0,0,14,118,0,True
105,98,2,4,1,35,True
1010,1455,4,7,130,52,True
405,76,12,3,1,111,True
510,4,3,0,160,6,True
67,22,3,1,8,0,True
116,38,5,0,5,0,True
592,34,3,0,86,0,True
98,169,18,2,28,1,True
80,68,0,0,0,17,True
3671,83,14,2,970,6,True
3227,24,6,3,466,17,True
698,42,2,1,79,0,True
1895,10,2,1,570,8,True
326,242,37,155,6,307,True
91,0,0,1,51,0,True
68,21,0,0,1,1,True
13,6,0,0,1,0,True
86,9,2,2,30,2,True
1127,476,31,223,9,356,True
459,69,3,3,39,7,True
1862,24,2,1,507,9,True
120,15,1,0,34,1,True
485,86,3,0,25,2,True
48,1,0,0,3,2,True
113,2,0,0,35,0,True
277,88,12,2,8,9,True
178,165,1,1,1,3,True
827,13,1,0,103,1,True
252,1,0,2,61,3,True
555,79,241,17,11,161,True
157,85,1,2,3,5,True
27,25,2,2,0,3,True
434,84,1,0,65,10,True
58,1,172,111,0,13,True
108,38,0,9,0,52,True
536,6,0,0,75,1,True
155,213,1,3,3,5,True
1376,22,21,334,38,184,True
2955,33,11,1,128,3,True
62,1,0,116,2,0,True
422,317,5,1,52,6,True
102,0,2,436,3,5,True
410,5,3,49,10,48,True
359,143,3,2,54,1,True
715,23,4,0,71,9,True
190,34,0,2,3,1,True
87,42,0,1,1,3,True
47,21,0,1,1,1,True
39,2,0,25,0,2,True
69,1,1,124,1,9,True
74,1,0,85,1,2,True
901,1553,1,8,19,58,True
117,1,37,932,4,23,True
202,93,13,94,1,49,True
696,4,0,0,130,1,True
206,0,38,3,3,4,True
211,12,24,3,22,2,True
36,12,0,0,7,1,True
129,56,0,0,5,3,True
447,887,5,2,30,15,True
179,76,1,52,8,13,True
389,19,1,0,70,3,True
50,2,2,330,6,1,True
69,3,2,212,0,11,True
143,59,8,5,14,8,True
420,13,1,0,99,1,True
184,0,3,110,3,4,True
86,29,1,1,0,16,True
21,5,0,0,2,1,True
129,0,1,176,1,20,True
197,103,1,5,9,60,True
384,6,2,0,38,7,True
113,40,1,1,18,3,True
55,2,0,0,0,35,True
549,0,0,4,287,1,True
28,57,2,1,0,2,True
33,17,13,1,2,0,True
221,47,2,1,27,1,True
44,0,88,10,0,29,True
74,20,0,0,2,1,True
236,35,1,1,89,7,True
73,21,7,13,0,5,True
35,267,76,5,1,8,True
548,77,1,2,135,26,True
4,2,0,0,0,0,True
2,0,0,0,0,0,True
5246,6,1,5,3409,3,True
1762,2,0,1,634,10,True
928,2,0,4,155,0,True
65,5,60,2,1,14,True
138,1,0,0,33,0,True
91,1,0,2,10,1,True
56,1,1,36,0,31,True
274,121,21,4,2,51,True
42,2,4,0,3,0,True
152,89,1,0,5,5,True
154,2,0,0,3,2,True
625,306,1,2,40,113,True
395,21,12,692,52,3,True
90,45,9,0,4,2,True
227,2,0,0,5,28,True
239,1,0,0,28,0,True
121,1,0,525,8,3,True
38,72,21,1,4,1,True
187,39,2,0,35,1,True
62,3,218,77,2,15,True
24,5,0,0,2,0,True
268,2,0,3,13,4,True
25,8,0,0,1,0,True
181,52,0,19,9,4,True
51,13,1,0,0,1,True
416,367,1,2,10,14,True
96,36,2,0,10,6,True
16,0,0,0,0,0,True
70,43,1,0,16,1,True
72,176,48,6,10,0,True
1341,2,0,0,240,3,True
1882,6,1,9,475,25,True
69,41,0,0,1,5,True
721,121,239,377,52,339,True
542,184,9,2,283,2,True
30,0,0,1,0,4,True
74,115,6,8,0,32,True
2112,2,0,0,375,9,True
111,0,1,727,8,5,True
78,47,1,1,40,0,True
50,10,0,0,9,2,True
129,78,1,1,31,2,True
192,38,1,1,57,2,True
45,19,0,3,0,3,True
473,9,0,0,79,3,True
47,0,120,200,1,7,True
129,10,0,0,31,0,True
62,22,0,0,1,0,True
113,54,19,0,2,3,True
117,10,0,0,31,0,True
42,30,2,1,1,2,True
82,9,0,0,8,3,True
97,1,0,0,11,0,True
43,1,0,0,3,1,True
196,2,1,0,24,8,True
146,1,0,1,37,1,True
72,5,1,3,3,0,True
36,0,0,92,1,15,True
136,0,0,0,31,40,True
28,21,6,0,0,5,True
17,0,0,11,0,0,True
18,2,146,8,0,3,True
51,1,0,0,5,2,True
372,2,0,0,68,0,True
73,1,5,335,1,31,True
37,7,2,0,1,0,True
23,24,1,4,2,14,True
19,39,1,6,0,10,True
128,26,48,1,2,6,True
59,0,17,0,2,11,True
171,54,0,0,3,6,True
87,0,0,0,12,0,True
1982,5,0,0,336,10,True
52,23,2,2,6,3,True
26,10,0,0,1,0,True
456,278,61,113,31,416,True
47,7,1,0,1,2,True
126,28,6,2,14,7,True
81,77,1,1,5,12,True
56,29,1,6,0,13,True
195,171,13,16,14,45,True
440,433,12,9,16,41,True
5461,7,6,64,1239,24,True
664,215,2,134,18,402,True
184,2,1,8,5,7,True
409,10,12,16,42,179,True
81,8,0,0,12,1,True
72,4,0,0,18,10,True
87,0,0,67,9,3,True
139,3,0,0,24,4,True
118,53,8,7,5,31,True
28,16,0,0,3,3,True
210,0,0,2,51,1,True
60,2,0,0,3,1,True
13,22,0,0,0,2,True
47,4,224,44,0,20,True
5086,546,28,13,247,29,True
960,1,0,0,430,1,True
202,17,6,490,6,98,True
685,402,11,17,18,109,True
269,3,43,2656,15,33,True
46,7,2,105,3,3,True
252,128,4,58,14,13,True
37,1,94,27,1,43,True
421,881,25,27,24,156,True
54,30,2,3,2,2,True
118,43,2,0,9,0,True
940,174,0,472,33,515,True
573,12,0,1,212,5,True
86,124,60,11,14,3,True
2980,73,3,5,629,1166,True
83,17,6,1,7,48,True
44,7,1,12,3,2,True
157,4,2,4,6,16,True
66,43,1,2,8,6,True
70,1,0,8,10,1,True
58,45,0,17,0,11,True
103,3,35,1425,14,15,True
33,22,0,0,3,1,True
89,3,0,30,6,2,True
68,117,0,2,1,1,True
61,24,0,0,5,2,True
56,13,0,2,0,2,True
44,0,31,169,2,7,True
148,1,0,0,27,1,True
124,10,1,231,1,51,True
72,2,31,237,2,117,True
44,3,0,53,1,12,True
104,125,2,1,7,2,True
74,196,1,3,2,1,True
16,69,1,0,0,1,True
352,151,2,0,9,27,True
51,18,0,2,1,0,True
50,20,2,3,1,0,True
65,1,0,45,7,0,True
77,0,0,0,3,0,True
51,0,0,12,4,1,True
70,41,1,2,3,0,True
121,24,0,2,2,2,True
39,55,0,0,1,8,True
364,35,2,0,9,1,True
37,0,111,7,0,14,True
252,0,0,0,93,0,True
33,0,0,114,2,2,True
300,11,0,0,26,2,True
69,0,0,163,2,5,True
18,1,39,32,0,12,True
158,19,0,76,4,22,True
26,1,1,91,0,1,True
142,7,0,103,0,32,True
116,3,0,0,24,1,True
16,0,0,2,0,0,True
66,35,0,0,8,4,True
110,5,0,0,13,0,True
34,25,0,0,6,2,True
27,0,10,3,0,4,True
263,47,1,7,11,119,True
230,676,1,3,6,6,True
65,0,1,37,0,15,True
461,59,2,2,96,5,True
20,7,2,0,2,1,True
221,345,13,14,6,7,True
54,0,1,28,2,4,True
1601,2690,7,3,8,18,True
185,1,1,0,28,1,True
571,455,0,6,52,269,True
90,41,3,2,0,4,True
72,5,0,0,9,2,True
54,29,1,0,1,1,True
29,2,9,4,2,2,True
110,0,0,1,2,1,True
244,7,0,0,26,1,True
160,5,0,1,4,1,True
379,155,5,1,39,7,True
782,99,3,1,64,20,True
1626,1393,9,40,29,134,True
54,23,0,3,2,6,True
68,2,31,248,0,70,True
605,307,19,5,16,44,True
188,77,0,334,2,257,True
113,11,0,2,4,1,True
1477,128,1,67,198,22,True
297,41,0,13,48,9,True
29,3,11,18,0,29,True
1629,10,0,0,323,2,True
64,10,0,1,1,1,True
33,0,0,25,1,5,True
2279,2,0,0,252,2,True
352,178,0,0,110,1,True
418,67,90,78,15,37,True
122,0,0,95,2,2,True
65,17,1,0,7,1,True
122,3,1,0,16,1,True
89,0,0,340,9,1,True
55,1,1,0,7,1,True
13,5,0,0,0,0,True
486,97,1,2,24,7,True
516,98,3,2,95,11,True
596,471,0,0,12,20,True
650,389,3,2,44,220,True
91,149,1,1,12,5,True
489,38,1,1,35,6,True
23,21,0,2,0,3,True
158,13,1,0,55,2,True
86,4,2,50,2,24,True
953,122,10,3,132,6,True
276,10,0,0,47,0,True
273,6,1,0,27,3,True
733,98,1,0,23,6,True
65,22,1,0,2,3,True
45,13,1,0,7,4,True
138,0,0,2,33,1,True
72,0,0,74,2,13,True
346,4,0,0,84,3,True
274,115,5,5,6,38,True
42,8,0,0,2,0,True
230,247,0,3,2,8,True
111,1,0,0,14,0,True
730,450,2,2,23,133,True
63,25,0,0,9,0,True
147,5,0,0,28,0,True
74,3,0,235,1,2,True
28,37,0,1,4,10,True
201,131,1,1,4,11,True
91,6,1,72,0,43,True
35,25,0,0,3,0,True
36,0,195,73,1,6,True
8,0,0,6,0,0,True
120,0,1,409,5,7,True
71,39,3,2,1,10,True
380,245,0,3,83,47,True
443,620,0,4,19,6,True
49,1,0,42,2,0,True
88,0,3,722,8,4,True
29,0,0,22,0,2,True
45,10,5,3,0,6,True
152,95,7,2,12,3,True
183,5,0,0,25,3,True
120,247,4,2,3,8,True
44,0,0,0,20,1,True
194,97,0,0,20,1,True
135,17,0,0,7,0,True
301,179,0,1,6,48,True
127,3,0,2,12,4,True
57,1,1,0,4,0,True
58,8,1,3,0,34,True
376,213,1,1,14,63,True
11,0,0,2,0,1,True
16,11,0,0,1,0,True
9,0,0,8,1,0,True
278,3,0,0,106,0,True
224,119,0,0,5,34,True
521,5,1,0,215,2,True
45,63,17,7,0,7,True
111,19,0,0,4,7,True
29,4,0,0,5,0,True
6,0,0,11,0,5,True
51,8,1,0,3,1,True
14,5,0,1,0,5,True
7,0,0,0,0,0,True
10,0,0,0,1,0,True
21,0,0,0,1,0,True
3,0,1,0,0,1,True
113,9,0,32,18,1,True
32,9,0,0,1,2,True
5,0,1,0,0,0,True
91,1,3,2,11,2,True
684,319,12,7,19,87,True
70,0,1,0,8,0,True
774,17,473,470,12,170,True
69,1,2,0,1,0,True
258,22,1,0,35,2,True
113,0,1,0,21,1,True
82,1,1,0,1,0,True
633,0,2,0,6,1,True
163,0,1,0,9,0,True
362,2,1,0,26,1,True
203,2,5,2,32,2,True
51,24,2,2,1,2,True
191,0,1,0,17,2,True
56,0,51,141,1,14,True
136,14,2,3,2,2,True
82,1,1,0,1,2,True
48,0,6,30,0,11,True
508,5,1,0,46,1,True
277,1,1,5,118,0,True
213,2,1,0,17,3,True
338,2,1,1,45,1,True
270,1,1,0,65,8,True
1549,1,4,653,449,2,True
1189,2,1,0,177,44,True
529,179,7,3,93,20,True
90,90,2,1,5,1,True
1074,2,5,6,87,13,True
103,52,3,2,27,0,True
182,88,77,2,8,79,True
330,74,33,0,8,84,True
380,24,2,16,46,2,True
298,0,3,3,86,4,True
210,1,1,1,80,2,True
165,129,1,4,5,9,True
238,17,4,3,5,2,True
518,4,1,0,75,1,True
87,10,5,0,6,2,True
270,0,4,1,46,0,True
105,12,2,1,19,0,True
655,66,1,0,25,1,True
76,20,2,1,11,1,True
159,4,1,1,7,0,True
67,3,1,6,18,1,True
72,12,1,0,8,0,True
66,7,28,7,11,1,True
64,11,14,18,8,3,True
59,6,1,13,3,4,True
83,0,53,186,7,12,True
73,13,9,39,5,1,True
331,4,6,0,110,8,True
152,50,15,0,12,57,True
54,4,1,0,6,2,True
101,13,1,0,14,0,True
216,147,9,1,44,17,True
80,23,14,40,3,0,True
61,2,5,2,0,4,True
512,98,1,6,16,14,True
3598,76,16,6,717,14,True
95,21,1,1,8,1,True
124,3,1,0,18,1,True
47,7,1,0,9,2,True
71,1,1,1,1,0,True
2881,33,5,865,90,20,True
276,0,2,0,37,6,True
46,1,1,0,7,1,True
248,4,4,0,50,2,True
175,17,1,0,17,3,True
72,6,1,0,2,0,True
196,4,1,0,17,1,True
307,16,73,3,17,62,True
57,5,9,46,4,2,True
89,1,1,0,1,1,True
57,2,1,0,5,1,True
193,1,23,68,2,87,True
53,0,26,1,2,3,True
41,2,3,37,4,3,True
120,44,3,3,3,2,True
54,3,58,68,6,10,True
58,4,16,4,5,5,True
93,1,1,0,4,0,True
52,0,1,0,5,0,True
311,11,6,0,61,6,True
921,18,9,209,12,86,True
1679,26,4,7,163,30,True
114,5,1,0,18,1,True
162,77,1,0,3,22,True
526,16,7,25,13,48,True
49,1,63,31,3,1,True
69,1,1,0,2,0,True
335,64,10,2,16,43,True
122,6,108,41,4,24,True
232,18,1,0,18,1,True
73,2,8,126,9,9,True
65,6,36,43,8,6,True
286,7,123,8,41,18,True
397,4,1,0,49,2,True
61,0,0,8,9,2,True
66,4,35,2,7,2,True
101,15,0,0,7,1,True
1431,4,0,1,312,125,True
71,6,1,3,3,2,True
451,4,2,2447,22,144,True
140,2,0,62,9,4,True
168,0,28,21,6,3,True
313,37,1,12,24,5,True
46,0,0,6,9,1,True
367,7,1,1,24,2,True
317,0,2,1,148,0,True
526,1,1,1,26,0,True
618,180,6,0,174,3,True
358,6,234,272,10,44,True
2086,21,9,239,152,10,True
70,15,16,2,12,3,True
106,1,0,0,12,31,True
59,3,0,1,8,0,True
85,94,1,1,15,3,True
129,6,2,3,9,13,True
42,0,11,1,12,2,True
37,0,0,0,3,0,True
61,14,2,1,7,0,True
42,1,0,0,9,0,True
24,1,0,1,3,0,True
43,18,1,1,1,3,True
65,6,0,0,8,0,True
311,1,0,1,43,3,True
504,7,14,147,20,21,True
209,6,2,0,5,0,True
1372,245,5,3,78,23,True
142,1,0,0,6,0,True
1452,7,16,333,14,132,True
321,5,1,0,8,2,True
158,1,0,0,4,0,True
206,3,0,0,7,4,True
514,739,307,19,15,183,True
3524,1768,600,53,777,19,True
491,144,24,109,22,15,True
39,1,47,16,2,2,True
173,13,24,526,5,235,True
77,0,1,148,1,38,True
135,0,1,1,3,2,True
268,65,14,12,45,5,True
187,0,0,0,4,0,True
220,54,1,0,33,3,True
808,1,0,0,58,3,True
126,16,0,0,9,3,True
33,0,0,1,1,3,True
52,14,0,0,1,1,True
76,8,1,0,9,2,True
958,3,0,0,107,1,True
54,2,1,4,0,5,True
265,39,0,1,46,3,True
111,8,1,3,12,7,True
57,0,0,0,2,0,True
516,27,298,389,4,23,True
57,26,67,11,6,1,True
68,17,0,0,9,0,True
61,1,0,0,1,0,True
100,0,0,0,5,0,True
107,2,0,2,7,2,True
52,9,28,76,1,0,True
116,19,1,0,3,2,True
32,9,13,1,0,1,True
286,22,0,1,10,2,True
191,154,25,1,12,3,True
31,0,0,0,0,4,True
42,91,17,1,3,1,True
148,5,0,0,4,1,True
613,3,0,0,42,0,True
58,9,0,2,0,1,True
423,4,0,0,57,2,True
314,3,4,180,5,59,True
4850,530,599,1850,327,155,True
34,2,18,1,2,3,True
57,0,0,0,5,0,True
94,3,1,1,13,1,True
370,5,1,1,72,2,True
283,149,4,9,7,13,True
91,51,3,5,5,2,True
1360,5,3,1,239,6,True
757,6,0,3,20,3,True
479,15,4,3,42,1,True
194,4,0,19,3,21,True
30,1,16,2,1,12,True
2282,34,30,574,43,9,True
58,0,28,2,0,15,True
51,1,1,1,0,7,True
54,0,0,4,2,10,True
73,0,0,16,2,29,True
78,0,4,160,2,1,True
151,51,24,0,24,6,True
201,0,0,0,0,0,True
147,1,0,1,9,1,True
51,5,4,15,1,1,True
559,0,1,1,3,1,True
30,1,63,7,0,13,True
569,29,11,0,190,3,True
307,1,0,0,18,1,True
558,31,72,2,135,6,True
269,1,0,123,1,59,True
92,38,5,1,1,5,True
90,1,0,0,2,1,True
125,0,0,62,5,3,True
280,1,0,0,68,2,True
402,3,0,0,11,4,True
38,6,15,2,1,6,True
889,16,3,2,189,7,True
63,29,2,17,1,2,True
268,19,8,1,86,5,True
49,2,0,4,3,1,True
1929,4,2,2972,586,14,True
99,0,0,0,7,1,True
84,1,0,0,2,0,True
69,6,121,61,2,2,True
175,0,0,78,4,4,True
48,3,3,22,1,1,True
47,0,0,8,1,2,True
217,5,0,1,3,2,True
149,2,0,0,1,1,True
44,1,0,0,1,0,True
7030,36,15,21,1683,115,True
80,0,0,97,5,2,True
62,10,0,0,2,1,True
146,2,0,25,3,7,True
73,10,0,2,0,15,True
222,22,3,1,42,14,True
197,27,28,1,23,2,True
436,3,0,1,23,89,True
493,0,2,1,48,11,True
72,4,0,9,1,1,True
57,0,0,1,3,3,True
60,3,1,0,1,2,True
66,2,0,0,3,0,True
59,5,1,0,3,0,True
82,12,0,32,1,4,True
2172,296,9,3,493,23,True
127,8,1,8,4,1,True
78,32,4,3,2,2,True
4125,42,5,6,493,16,True
48,0,0,0,0,1,True
266,81,1,14,31,12,True
70,1,0,2,0,2,True
46,1,0,0,2,0,True
43,12,0,0,1,0,True
42,11,7,2,0,10,True
36,1,6,24,1,10,True
72,8,4,0,6,0,True
476,2,1,0,105,2,True
58,0,0,0,0,1,True
43,2,0,9,0,0,True
34,0,1,14,0,5,True
83,2,143,43,2,9,True
71,0,3,6,4,1,True
250,83,0,0,10,1,True
41,1,0,0,0,0,True
68,25,2,0,7,2,True
49,10,0,8,0,19,True
154,2,0,0,3,1,True
34,6,0,0,0,0,True
19,0,1,5,1,5,True
47,1,0,0,3,0,True
61,0,0,0,1,0,True
42,142,35,2,7,2,True
65,0,0,0,0,0,True
94,4,0,0,19,2,True
47,0,0,0,1,0,True
7,0,0,7,0,0,True
49,1,2,0,1,1,True
571,44,531,1278,7,68,True
65,1,1,0,3,0,True
1450,12,1,0,174,5,True
127,0,1,0,11,0,True
94,2,0,0,1,1,True
76,15,2,4,5,2,True
47,0,0,6,0,0,True
233,3,0,0,20,1,True
1401,4,3,181,87,14,True
533,208,237,10,7,35,True
38,0,0,0,3,0,True
761,9,0,0,86,12,True
189,4,5,344,3,72,True
52,0,0,0,6,0,True
193,0,0,2,19,0,True
444,33,6,0,141,4,True
411,8,0,0,7,0,True
52,2,0,1,1,3,True
70,6,1,0,1,0,True
190,2,0,0,7,0,True
450,21,13,3,34,47,True
75,3,2,37,1,44,True
136,9,19,0,20,9,True
536,0,0,2,121,6,True
255,86,17,5,12,47,True
211,93,2,4,7,3,True
489,147,3,6,32,52,True
206,4,0,0,11,1,True
60,0,0,0,9,1,True
124,0,0,0,21,4,True
2474,221,8,5,152,13,True
473,3,2,1,6,3,True
44,11,0,9,2,1,True
261,11,2,1,46,1,True
137,7,51,0,1,35,True
96,2,0,8,2,8,True
584,56,6,4,144,23,True
70,2,0,0,2,0,True
388,62,2,5,8,48,True
84,1,0,0,3,0,True
80,3,0,143,0,11,True
243,38,119,8,5,99,True
326,30,26,4,8,78,True
441,1,0,1,35,4,True
58,1,0,18,0,4,True
438,2,0,0,40,1,True
179,3,3,1,14,2,True
694,43,38,290,7,158,True
362,14,0,0,40,3,True
165,3,0,1,18,4,True
703,6,0,0,203,22,True
420,0,0,0,57,9,True
221,6,0,18,31,4,True
219,2,0,2,45,2,True
471,0,0,0,204,168,True
221,24,19,3,51,4,True
253,51,1,0,20,0,True
112,1,0,11,35,1,True
602,4,0,1,45,144,True
776,44,0,1,59,12,True
111,0,0,51,11,1,True
264,10,3,0,43,4,True
76,2,1,3,13,0,True
577,21,0,0,66,4,True
619,3,0,586,41,19,True
164,3,0,0,6,1,True
311,0,0,0,34,5,True
494,1,1,0,42,1,True
112,0,0,0,1,1,True
290,40,0,2,3,4,True
772,1136,0,2,37,3,True
318,38,8,33,3,11,True
173,0,1,2,3,0,True
792,1,0,0,72,4,True
249,2,0,0,29,0,True
50,104,92,2,5,1,True
41,9,30,4,3,2,True
226,40,0,1,4,5,True
130,21,1,0,4,5,True
127,32,2,2,2,2,True
222,1,0,503,10,48,True
182,4,0,0,8,0,True
235,12,7,3,12,2,True
71,9,1,1,2,24,True
42,0,10,20,1,3,True
151,4,0,0,6,3,True
209,144,1,0,6,2,True
84,3,1,1,7,0,True
49,17,1,0,4,2,True
204,49,3,0,29,5,True
401,175,89,827,8,41,True
300,7,4,0,7,6,True
83,0,1,2,0,1,True
284,1,1,1,26,2,True
724,1,0,3,270,3,True
43,2,0,0,0,1,True
66,2,0,0,3,0,True
107,0,0,0,12,1,True
162,13,7,4,2,10,True
148,4,0,31,8,20,True
62,0,0,0,0,0,True
82,1,0,0,2,0,True
197,4,1,39,6,26,True
166,21,3,3,3,2,True
193,13,30,2,2,20,True
161,2,0,0,3,3,True
58,4,1,3,0,1,True
461,153,27,4,121,6,True
1169,10,0,0,305,13,True
233,54,0,0,71,0,True
97,11,0,0,7,0,True
908,65,0,1,135,14,True
