@relation basicinfo_vector

@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute class {True,False}

@data
5,63,415,0,2,True
10,75,306,0,2,True
4,154,238,0,2,True
4,167,541,0,2,True
15,101,310,1,3,True
1,27,135,0,2,True
0,15,30,0,2,True
25,126,340,1,3,True
80,177,378,0,2,True
19,115,441,1,3,True
3,82,177,0,2,True
10,18,92,0,2,True
75,114,1030,0,1,True
10,40,94,0,2,True
6,67,66,0,2,True
3,79,299,1,3,True
25,33,171,0,2,True
8,60,98,0,2,True
24,89,373,0,1,True
3,71,119,0,2,True
14,215,392,0,2,True
44,153,792,0,2,True
1,2,6,1,3,True
0,0,2,0,2,True
199,107,9664,0,1,True
171,20,2442,0,1,True
36,8,1224,0,1,True
20,70,147,0,1,True
4,16,192,0,2,True
2,26,105,0,2,True
11,51,127,0,2,True
15,345,476,1,3,True
1,29,51,0,2,True
10,117,252,0,2,True
16,77,162,1,3,True
41,91,1102,0,2,True
83,220,1409,0,2,True
0,139,150,0,2,True
4,17,262,0,2,True
4,27,268,0,2,True
11,112,743,0,2,True
11,136,137,0,2,True
6,26,266,0,2,True
20,71,377,0,2,True
1,13,31,0,2,True
22,19,332,0,2,True
1,14,35,0,2,True
10,61,270,0,2,True
9,32,66,0,2,True
18,641,815,1,3,True
11,27,150,0,2,True
0,4,16,0,2,True
3,40,131,0,2,True
6,342,313,0,2,True
12,30,1605,0,2,True
140,236,2451,1,3,True
8,53,116,0,2,True
88,1300,1871,0,2,True
52,449,1034,0,2,True
0,19,35,0,2,True
13,112,236,0,2,True
25,81,2524,0,2,True
20,130,950,0,2,True
6,81,168,0,2,True
0,21,71,0,2,True
6,57,246,0,2,True
10,63,291,0,2,True
1,40,70,1,3,True
8,69,569,0,2,True
14,62,383,0,2,True
1,14,171,0,2,True
4,20,85,0,2,True
7,137,192,0,2,True
0,11,159,0,2,True
1,19,78,0,2,True
3,28,103,0,2,True
2,11,109,0,2,True
1,4,59,0,2,True
3,23,232,0,2,True
3,24,209,0,2,True
2,33,115,0,2,True
3,32,147,0,2,True
10,43,210,0,2,True
0,39,60,0,2,True
1,10,31,0,2,True
3,56,177,0,2,True
1,19,60,0,2,True
2,15,446,0,2,True
13,98,456,0,2,True
2,22,48,0,2,True
3,25,69,0,2,True
6,28,78,0,2,True
22,118,212,0,1,True
12,12,89,0,1,True
36,18,234,0,1,True
10,13,110,0,1,True
52,170,2362,0,2,True
10,183,88,0,2,True
2,23,37,0,2,True
198,957,1395,0,2,True
6,16,58,0,2,True
2,44,183,0,2,True
4,67,177,0,2,True
4,29,105,0,2,True
22,421,455,0,2,True
40,929,955,0,2,True
180,84,7785,0,1,True
74,604,1577,0,2,True
8,111,213,0,2,True
93,146,668,0,2,True
3,20,103,0,2,True
10,13,105,0,1,True
7,23,222,0,2,True
13,64,170,0,2,True
7,118,223,0,2,True
0,22,51,0,2,True
19,20,304,0,2,True
4,15,67,0,2,True
2,28,37,0,2,True
21,135,339,0,2,True
39,637,5969,0,2,True
26,51,1428,0,2,True
69,257,833,0,2,True
48,398,1245,0,2,True
61,334,3236,0,2,True
14,51,172,0,2,True
12,440,509,1,3,True
31,111,204,0,2,True
152,665,1542,0,2,True
3,54,93,0,2,True
15,64,173,0,2,True
256,620,2357,1,3,True
70,98,813,0,2,True
23,256,299,0,2,True
244,910,4934,0,2,True
8,48,164,0,2,True
3,43,70,0,2,True
10,62,193,1,3,True
7,117,127,0,2,True
7,21,131,1,3,True
7,54,133,0,2,True
38,211,1647,0,2,True
3,29,59,0,2,True
7,26,162,0,2,True
6,88,189,0,2,True
2,44,92,0,2,True
4,33,74,1,3,True
9,56,259,0,2,True
7,23,181,0,2,True
40,134,426,0,2,True
37,123,463,0,2,True
14,41,116,1,3,True
7,266,241,0,2,True
6,152,278,0,2,True
1,114,88,0,2,True
66,75,542,0,2,True
2,33,72,0,2,True
0,31,81,0,2,True
7,24,136,0,2,True
5,9,80,0,2,True
2,10,91,0,2,True
3,58,118,0,2,True
3,46,152,0,2,True
1,55,103,0,2,True
1,32,412,0,2,True
26,50,170,0,2,True
6,69,401,0,2,True
5,60,162,0,2,True
5,70,341,0,2,True
23,40,266,0,2,True
12,59,102,0,2,True
27,130,351,1,3,True
9,21,128,0,2,True
21,95,286,1,3,True
2,20,146,0,2,True
3,17,21,0,2,True
20,9,113,0,1,True
2,35,129,0,2,True
1,61,67,1,3,True
2,20,44,0,2,True
143,98,450,0,1,True
177,250,923,0,1,True
30,30,118,0,1,True
48,167,628,0,1,True
4,20,32,0,2,True
7,381,616,0,2,True
5,25,104,0,2,True
1300,751,4333,0,1,True
24,44,218,0,2,True
290,394,1356,0,2,True
46,96,140,0,1,True
5,35,88,0,2,True
1,51,87,0,2,True
2,16,48,0,2,True
1,77,114,0,2,True
4,34,281,0,2,True
19,45,172,0,1,True
19,196,593,1,3,True
5,85,971,0,2,True
109,925,3265,0,2,True
5,26,91,0,2,True
32,108,426,0,2,True
39,436,1001,0,2,True
46,212,874,0,2,True
7,80,131,0,2,True
83,305,1903,1,3,True
18,107,494,0,2,True
5,17,90,0,2,True
5,25,1973,0,2,True
1,96,77,1,3,True
8,9,64,0,2,True
27,62,2550,0,2,True
28,62,662,0,2,True
18,615,711,0,2,True
11,81,250,1,3,True
2,57,91,0,2,True
3,36,144,0,2,True
38,94,474,1,3,True
2,37,65,0,2,True
2,18,18,0,2,True
19,138,621,0,2,True
18,187,732,0,2,True
52,152,1101,0,2,True
188,389,1323,1,3,True
14,120,262,0,2,True
4,89,573,0,2,True
6,33,49,0,2,True
11,76,233,1,3,True
11,14,170,0,2,True
22,145,1232,0,2,True
5,33,334,0,2,True
6,68,312,0,2,True
17,161,864,1,3,True
3,35,93,0,2,True
6,24,70,0,2,True
0,28,226,0,2,True
10,77,167,0,2,True
13,57,439,0,2,True
15,326,447,0,2,True
26,17,54,0,2,True
30,133,491,1,3,True
8,34,127,0,2,True
240,591,1347,0,2,True
1,35,98,0,2,True
2,45,183,0,2,True
16,65,343,1,3,True
20,56,81,0,2,True
27,151,349,0,2,True
20,127,218,0,2,True
3,4,63,0,1,True
29,122,313,0,2,True
2,8,14,0,2,True
15,132,666,0,2,True
7,70,127,0,2,True
70,374,771,0,2,True
262,349,1099,0,1,True
1,44,98,1,3,True
10,139,875,0,2,True
35,23,63,0,2,True
40,54,69,0,2,True
5,177,271,0,2,True
6,114,218,1,3,True
17,128,385,0,2,True
2,5,65,0,1,True
10,116,314,0,2,True
9,51,160,0,2,True
63,172,536,1,3,True
9,14,150,0,2,True
2,7,64,0,2,True
15,42,105,0,2,True
142,346,673,0,2,True
1,10,15,0,2,True
2,11,28,0,2,True
0,1,18,0,2,True
17,89,406,0,2,True
43,103,382,1,3,True
157,65,757,0,1,True
11,114,140,0,2,True
6,58,141,0,2,True
1,12,39,0,2,True
3,7,23,0,1,True
4,18,64,0,2,True
9,7,25,0,2,True
1,1,8,0,2,True
0,2,11,0,2,True
0,18,27,0,2,True
0,2,5,0,1,True
14,73,197,0,2,True
2,38,45,0,2,True
0,0,6,0,2,True
11,30,127,0,2,True
42,316,1131,0,3,True
5,29,80,0,3,True
85,792,1933,0,2,True
14,9,74,0,2,True
28,76,319,1,3,True
5,17,136,0,2,True
4,13,85,0,2,True
10,17,644,0,2,True
5,32,173,0,2,True
24,43,392,0,2,True
10,50,246,0,2,True
5,167,82,0,2,True
8,33,213,0,3,True
13,22,268,0,2,True
7,149,180,0,2,True
13,19,88,0,2,True
13,31,99,0,2,True
80,101,563,1,3,True
32,24,458,0,3,True
16,25,237,0,2,True
41,57,391,1,3,True
15,62,348,0,3,True
224,294,2938,0,2,True
335,390,1418,1,3,True
16,225,833,0,2,True
22,56,194,0,2,True
61,283,1192,0,2,True
14,100,191,0,2,True
57,294,441,0,2,True
221,490,534,1,3,True
47,499,707,0,4,True
32,30,437,0,3,True
5,15,344,0,3,True
14,74,322,0,3,True
64,75,275,0,3,True
48,26,604,1,3,True
9,23,115,0,2,True
24,27,328,0,2,True
14,90,140,0,2,True
39,207,752,0,2,True
9,75,114,0,2,True
12,37,179,0,2,True
6,49,99,0,2,True
7,34,93,0,2,True
10,88,126,0,2,True
9,116,122,0,2,True
17,34,90,0,2,True
110,181,346,0,2,True
27,93,143,0,2,True
16,24,464,0,2,True
62,359,288,1,3,True
13,29,70,0,4,True
8,24,133,0,2,True
29,207,443,0,2,True
9,123,170,0,2,True
11,39,79,0,2,True
23,213,657,0,3,True
123,658,4452,0,2,True
11,101,130,0,2,True
37,33,148,0,3,True
2,26,66,0,2,True
3,18,77,0,4,True
481,1400,4742,1,3,True
52,65,322,1,3,True
3,33,62,0,3,True
13,95,311,0,3,True
19,114,215,0,2,True
5,23,82,0,2,True
18,39,220,1,3,True
45,179,479,0,2,True
13,86,125,0,2,True
14,15,94,0,2,True
5,22,68,0,2,True
22,115,378,0,2,True
3,65,85,0,2,True
10,29,94,0,2,True
11,43,179,0,3,True
24,192,209,0,2,True
14,95,95,0,2,True
5,24,100,0,2,True
5,13,59,0,2,True
32,39,405,0,2,True
63,983,1674,0,4,True
164,325,1912,1,4,True
4,37,142,0,3,True
22,324,267,0,2,True
132,227,646,1,3,True
22,137,149,0,2,True
8,7,75,0,2,True
37,83,471,0,2,True
21,31,307,0,2,True
11,136,275,0,2,True
59,93,241,0,2,True
21,77,167,0,2,True
4,174,484,0,2,True
51,58,460,1,3,True
6,36,103,0,3,True
23,62,118,0,2,True
2,36,128,0,3,True
305,292,1888,1,3,True
17,132,93,0,2,True
106,493,3578,0,2,True
3,425,316,0,3,True
15,98,232,0,2,True
25,207,411,0,3,True
5,83,79,0,4,True
98,90,407,0,2,True
7,20,610,0,3,True
91,81,565,0,2,True
63,169,987,0,2,True
64,504,945,0,2,True
350,675,2581,1,3,True
8,51,121,0,2,True
39,32,155,0,2,True
11,37,73,0,3,True
9,156,211,0,2,True
7,104,167,0,2,True
5,19,71,0,2,True
0,19,44,0,2,True
7,88,90,0,2,True
3,9,54,0,2,True
4,20,33,0,2,True
5,53,68,0,2,True
19,32,79,0,2,True
15,58,362,0,2,True
34,834,979,0,4,True
22,122,222,0,2,True
193,708,1730,0,2,True
20,88,149,0,2,True
167,181,1974,0,2,True
16,56,358,0,3,True
5,319,164,0,2,True
53,82,222,0,2,True
100,1500,1782,0,3,True
68,2500,6800,0,2,True
84,320,816,0,2,True
17,44,107,0,2,True
29,171,991,0,2,True
51,35,273,0,2,True
6,25,142,0,2,True
21,216,418,0,2,True
4,21,191,0,2,True
21,198,313,0,2,True
178,86,873,1,3,True
36,46,155,0,2,True
5,28,38,0,2,True
8,60,70,0,2,True
8,54,96,0,2,True
32,174,1079,0,2,True
11,13,66,0,3,True
11,103,354,0,2,True
14,30,143,0,2,True
10,19,59,0,2,True
92,580,1264,0,2,True
10,188,168,0,2,True
14,41,96,0,2,True
10,17,67,0,2,True
22,12,106,1,3,True
23,25,121,0,2,True
20,178,173,0,2,True
7,83,141,0,3,True
7,32,56,0,3,True
41,62,321,0,2,True
44,314,387,1,3,True
6,10,35,0,3,True
12,137,155,0,2,True
9,29,159,0,2,True
82,56,660,1,3,True
13,43,72,0,2,True
31,92,498,0,3,True
18,30,599,0,2,True
841,1700,8373,0,2,True
11,33,60,0,2,True
8,16,62,0,2,True
8,47,115,0,3,True
23,37,455,0,2,True
90,414,466,1,3,True
19,250,158,0,2,True
38,140,1643,0,2,True
17,32,794,0,2,True
24,142,548,1,4,True
46,69,245,0,2,True
7,23,62,0,2,True
190,521,3037,1,4,True
12,67,104,0,2,True
17,21,61,1,3,True
4,29,70,0,3,True
26,10,123,0,2,True
28,142,308,1,3,True
12,45,256,0,2,True
6,200,201,0,2,True
8,40,162,0,3,True
8,29,80,0,4,True
5,74,570,0,3,True
19,37,115,0,3,True
67,287,804,0,2,True
79,14,328,0,2,True
63,213,806,0,2,True
26,100,481,0,2,True
16,74,142,0,2,True
9,37,94,0,2,True
25,65,228,0,2,True
96,25,355,0,2,True
80,108,421,0,2,True
15,52,68,1,3,True
110,282,1110,1,3,True
10,124,115,0,2,True
24,164,392,0,3,True
9,62,66,0,3,True
493,363,11099,0,3,True
13,38,107,0,2,True
9,31,87,0,2,True
61,151,267,0,4,True
30,42,311,0,3,True
18,105,80,0,3,True
3,16,60,0,2,True
23,120,228,0,4,True
19,33,154,0,2,True
6,18,46,0,2,True
613,563,8938,1,3,True
9,26,222,0,3,True
16,25,75,0,2,True
15,31,194,0,2,True
9,62,101,0,2,True
22,143,304,0,2,True
11,101,279,0,2,True
29,41,560,0,2,True
53,85,560,1,3,True
8,90,92,0,2,True
13,24,67,0,2,True
6,74,67,0,2,True
7,28,71,0,3,True
6,85,68,0,2,True
17,93,154,0,2,True
308,1700,3016,0,2,True
10,94,174,0,3,True
7,135,121,0,2,True
379,1300,4692,0,2,True
8,45,49,0,2,True
19,304,417,0,3,True
18,49,75,0,2,True
10,24,49,0,2,True
8,32,57,0,2,True
16,34,72,0,2,True
9,45,82,0,2,True
9,39,90,0,2,True
30,73,590,0,3,True
5,27,59,0,2,True
7,20,56,0,2,True
8,18,56,0,2,True
149,253,284,1,3,True
12,40,101,0,2,True
20,175,345,0,3,True
9,23,42,0,2,True
11,59,104,0,2,True
10,58,88,0,2,True
20,108,160,0,2,True
11,26,40,0,2,True
3,11,39,0,2,True
5,11,51,1,3,True
5,29,62,0,3,True
22,176,230,0,2,True
4,10,65,0,2,True
18,33,122,0,2,True
6,13,48,1,3,True
0,3,18,0,2,True
6,20,54,0,3,True
146,1400,2503,1,4,True
11,41,70,0,2,True
606,114,1645,1,3,True
35,96,140,0,3,True
4,10,99,0,2,True
5,56,104,1,3,True
6,25,53,0,2,True
19,37,259,1,3,True
28,152,2237,0,2,True
90,241,1035,0,2,True
5,4,41,0,2,True
79,99,870,1,3,True
223,153,626,0,2,True
2,10,58,0,2,True
33,24,216,0,2,True
93,399,629,0,2,True
9,175,427,0,2,True
9,19,59,0,2,True
10,119,78,0,4,True
21,64,200,0,2,True
163,477,569,1,3,True
14,27,165,0,2,True
23,210,193,0,2,True
36,49,674,1,4,True
109,409,422,1,3,True
28,181,321,1,3,True
108,164,737,1,3,True
11,50,223,1,4,True
11,31,72,0,2,True
26,34,184,0,2,True
74,2500,2894,0,3,True
39,155,488,0,2,True
7,35,67,0,2,True
35,309,324,0,2,True
43,170,231,1,3,True
32,66,118,1,3,True
159,489,819,1,3,True
4,31,75,0,2,True
17,496,522,0,3,True
5,15,88,0,2,True
43,51,265,1,3,True
183,478,514,1,3,True
184,350,474,0,2,True
89,39,483,1,3,True
17,45,81,1,4,True
112,41,483,1,3,True
13,33,204,0,2,True
61,1200,1244,0,4,True
14,46,423,0,2,True
14,67,191,0,2,True
88,106,942,0,2,True
54,42,489,0,2,True
14,115,346,0,3,True
50,38,274,0,4,True
92,67,897,0,2,True
20,174,324,0,3,True
31,377,327,0,2,True
6,31,232,0,4,True
80,64,798,0,2,True
53,164,895,0,2,True
12,35,236,0,2,True
32,303,324,0,4,True
8,68,96,0,2,True
44,189,676,0,2,True
170,255,1524,0,2,True
6,36,174,0,2,True
32,47,351,0,2,True
76,56,541,1,3,True
43,17,114,0,2,True
26,244,340,0,2,True
151,81,1957,1,3,True
20,343,418,0,4,True
5,410,179,0,2,True
236,70,875,1,3,True
38,45,281,0,2,True
14,212,254,0,2,True
8,51,91,1,3,True
16,93,276,0,2,True
17,46,162,1,3,True
16,135,190,0,2,True
31,81,859,0,2,True
57,61,194,1,3,True
26,521,272,0,2,True
14,35,108,0,3,True
9,48,80,0,2,True
13,28,167,1,3,True
88,78,362,1,3,True
9,6,113,0,2,True
4,53,75,0,2,True
30,189,302,0,2,True
67,1200,1547,0,3,True
42,501,324,0,2,True
12,79,87,0,2,True
25,35,317,1,3,True
47,72,1003,0,2,True
4,18,46,0,2,True
3,27,71,0,2,True
5,42,123,0,3,True
30,225,199,1,3,True
159,144,212,0,2,True
0,25,62,0,2,True
7,39,85,0,2,True
126,138,282,1,3,True
9,195,198,0,2,True
23,460,261,0,4,True
13,33,169,0,2,True
14,53,67,0,2,True
14,115,785,0,3,True
124,180,1501,1,3,True
22,179,369,1,3,True
7,48,115,0,2,True
28,236,1137,0,2,True
10,82,91,0,2,True
8,31,71,0,2,True
17,12,468,0,3,True
14,11,105,1,3,True
10,48,100,0,2,True
14,24,48,0,2,True
83,227,1733,0,2,True
13,273,268,0,2,True
2,22,42,0,3,True
46,289,585,0,2,True
7,131,93,0,2,True
7,67,461,0,2,True
10,19,115,0,2,True
68,67,604,0,2,True
20,308,249,0,3,True
165,738,1973,0,3,True
24,112,139,0,2,True
10,119,106,0,3,True
142,176,891,1,3,True
48,68,173,0,2,True
105,94,619,1,3,True
34,41,215,0,2,True
60,61,398,0,2,True
9,47,131,0,2,True
10,80,116,0,2,True
3,265,167,0,2,True
6,55,502,0,2,True
52,205,919,0,2,True
92,254,1028,0,2,True
5,98,192,0,2,True
12,153,171,0,2,True
6,35,85,0,2,True
8,123,173,0,2,True
10,16,49,0,2,True
10,4,55,0,2,True
20,73,208,0,2,False
25,66,206,0,2,False
147,77,1285,0,2,False
23,21,401,0,2,False
9,41,227,0,2,False
119,80,526,1,3,False
3,13,117,1,3,False
13,45,167,1,3,False
17,21,129,1,3,False
0,3,21,1,2,False
13,136,183,1,3,False
4,3,39,0,2,False
110,68,906,0,2,False
0,2,22,0,2,False
24,11,382,0,2,False
46,111,450,0,2,False
5,0,40,0,2,False
68,54,396,0,2,False
24,71,307,0,2,False
35,59,689,0,2,False
0,0,16,0,2,False
35,31,187,1,3,False
27,211,349,1,3,False
4,5,29,1,3,False
1,17,42,1,3,False
52,32,327,1,2,False
16,11,204,1,3,False
29,68,295,1,3,False
32,29,341,0,2,False
9,31,123,0,2,False
23,8,161,0,2,False
10,32,54,0,2,False
2,1,19,0,2,False
9,1,45,0,2,False
25,35,247,0,2,False
42,26,208,0,2,False
18,17,133,0,2,False
8,10,146,0,2,False
113,45,428,1,3,False
32,50,299,1,3,False
32,45,283,1,3,False
17,124,276,1,3,False
5,52,146,1,2,False
22,24,211,1,3,False
6,11,64,1,3,False
73,298,649,0,2,False
25,117,652,0,2,False
143,44,838,0,2,False
79,340,414,0,2,False
36,54,515,0,2,False
4,1,36,0,2,False
11,11,120,0,2,False
10,8,120,0,2,False
130,224,1181,0,2,False
142,65,567,1,3,False
153,29,678,1,3,False
16,56,270,1,3,False
209,180,1339,0,2,False
41,43,469,1,3,False
48,45,280,0,2,False
10,13,109,0,2,False
7,5,37,0,2,False
255,1100,1528,0,2,False
11,22,275,0,2,False
3,12,96,0,2,False
183,147,1733,0,2,False
25,39,262,1,3,False
7,27,103,1,3,False
137,165,640,1,3,False
7,47,184,1,3,False
36,29,259,0,2,False
21,107,544,0,2,False
16,24,272,0,2,False
56,36,745,0,2,False
51,85,831,0,2,False
27,24,256,0,2,False
45,61,258,0,2,False
263,230,1202,1,3,False
8,16,125,1,3,False
168,536,1279,1,3,False
23,87,309,0,2,False
11,4,137,1,3,False
14,15,181,1,3,False
28,64,534,0,2,False
14,16,217,0,2,False
57,65,337,0,2,False
151,22,582,0,2,False
21,80,165,0,2,False
47,103,285,0,2,False
9,6,113,0,2,False
8,10,45,1,3,False
3,11,51,1,3,False
39,46,245,0,2,False
21,42,277,0,2,False
3,6,31,1,3,False
2,5,35,1,3,False
3,3,33,1,3,False
0,0,3,0,3,True
0,2,6,0,2,True
2,0,4,0,2,True
0,0,3,0,2,True
0,2,13,0,2,True
12,9,21,0,2,True
10,50,53,0,2,True
0,0,8,0,2,True
0,3,5,0,4,True
0,1,4,0,2,True
14,0,6,0,2,True
0,0,6,0,2,True
0,0,9,0,2,True
0,0,3,0,2,True
1,0,2,0,2,True
0,0,2,0,2,True
2,1,10,0,2,True
0,2,2,0,2,True
0,2,3,0,2,True
0,0,8,0,2,True
1,5,16,0,2,True
1,14,17,0,2,True
0,5,3,0,2,True
0,8,11,0,2,True
1,0,2,0,2,True
3,2,14,0,2,True
1,0,7,0,2,True
2,0,5,0,2,True
1,1,7,0,2,True
0,5,19,0,2,True
3,48,67,0,2,True
175,204,1616,0,1,True
80,182,799,0,1,True
40,106,303,0,2,True
53,92,360,0,2,True
75,103,653,0,2,True
92,166,396,0,2,True
49,98,358,0,2,True
204,229,2446,0,1,True
99,408,1632,0,2,True
95,102,471,0,2,True
242,239,1328,0,1,True
54,67,335,0,2,True
73,115,1125,0,2,True
171,117,1456,0,1,True
40,56,250,0,2,True
56,75,334,0,2,True
107,173,1393,0,2,True
4000,1500,96957,0,1,True
273,454,3941,0,2,True
56,67,323,0,2,True
91,137,599,0,2,True
78,178,1005,0,2,True
101,160,431,0,2,True
77,151,386,0,2,True
382,1100,5331,0,2,True
73,102,354,0,2,True
126,96,446,0,1,True
265,262,1214,0,1,True
72,115,280,0,3,True
219,470,3532,0,2,True
281,145,771,0,1,True
82,107,303,0,2,True
53,138,339,0,2,True
90,267,574,0,2,True
69,152,744,0,2,True
38,67,276,0,2,True
43,65,302,0,2,True
148,306,1218,0,1,True
79,93,572,0,1,True
148,118,505,0,1,True
32,118,311,0,2,True
53,173,636,0,2,True
965,291,2645,0,2,True
43,82,1094,0,2,True
63,62,234,0,1,True
91,158,1048,0,2,True
31,58,253,0,3,True
121,422,1891,0,2,True
53,200,434,0,2,True
185,584,2501,0,2,True
54,139,313,0,2,True
174,585,1819,0,2,True
54,136,370,0,2,True
155,214,1043,0,2,True
94,588,1813,0,2,True
64,123,327,0,2,True
141,184,730,0,1,True
83,144,322,0,2,True
202,175,2231,0,2,True
100,286,457,0,2,True
128,183,474,1,4,True
82,133,314,0,2,True
92,143,360,0,2,True
70,75,317,0,1,True
52,122,322,0,3,True
58,114,406,0,1,True
246,299,2706,0,1,True
151,238,3558,0,2,True
56,107,312,0,2,True
62,180,340,0,2,True
39,75,264,0,2,True
71,200,788,0,2,True
66,67,222,0,2,True
77,188,650,1,4,True
67,84,264,0,2,True
119,126,544,0,2,True
90,142,616,4,7,True
218,938,5507,0,2,True
62,175,311,0,2,True
129,216,1345,0,2,True
109,85,265,0,2,True
104,146,437,0,2,True
111,223,411,0,2,True
71,235,427,0,2,True
351,750,3190,0,1,True
75,122,319,0,2,True
77,167,338,0,2,True
53,90,272,0,3,True
302,591,1181,1,4,True
88,105,677,0,2,True
88,89,327,1,4,True
66,136,386,0,2,True
55,79,291,0,2,True
88,140,477,1,3,True
62,201,628,0,2,True
59,74,430,0,2,True
56,89,269,0,2,True
101,79,320,0,1,True
32,66,127,0,1,True
152,93,1359,0,1,True
46,53,258,0,1,True
223,104,802,0,2,True
76,106,277,0,2,True
51,115,249,0,1,True
89,236,691,0,2,True
89,190,1169,0,2,True
81,74,333,0,1,True
69,144,520,0,2,True
81,184,1004,0,2,True
103,118,494,0,1,True
46,48,201,0,2,True
60,160,369,0,2,True
54,66,247,0,2,True
126,427,1618,0,2,True
64,107,265,0,2,True
65,127,344,0,2,True
76,167,522,0,2,True
44,84,228,0,2,True
75,132,643,0,3,True
35,55,154,0,2,True
379,506,6834,5,6,True
199,377,1113,1,3,True
51,63,165,0,2,True
84,134,658,0,2,True
110,212,640,1,3,True
60,97,321,0,2,True
36,41,117,0,1,True
21,12,92,0,2,True
70,74,939,7,5,True
146,254,907,0,1,True
48,109,318,0,1,True
62,78,329,0,1,True
126,175,617,0,1,True
58,136,560,0,2,True
66,137,615,1,4,True
157,175,793,0,1,True
75,73,343,0,1,True
178,334,1088,0,2,True
79,208,509,4,7,True
243,469,4353,0,3,True
94,194,563,1,4,True
161,153,435,0,3,True
57,99,320,1,4,True
81,157,908,0,2,True
56,89,300,0,2,True
90,179,822,1,4,True
80,124,308,1,3,True
34,89,261,0,2,True
97,272,1557,0,2,True
65,84,340,0,1,True
68,146,411,0,1,True
61,184,794,0,2,True
162,599,1179,8,6,True
75,139,265,0,2,True
883,1700,6072,1,5,True
59,160,402,0,3,True
48,106,231,0,2,True
64,151,559,0,2,True
122,326,868,9,9,True
62,112,316,0,3,True
71,158,456,0,1,True
63,140,415,0,2,True
78,141,406,0,1,True
74,527,776,0,2,True
60,130,290,0,3,True
89,133,324,0,1,True
100,202,538,0,1,True
61,118,341,0,1,True
53,150,348,0,1,True
54,115,388,0,1,True
5,18,51,0,1,True
78,157,306,0,2,True
60,152,563,0,2,True
60,265,728,0,2,True
75,189,654,0,3,True
159,1600,2224,1,4,True
95,236,1237,0,3,True
79,283,393,0,2,True
79,113,259,0,2,True
159,513,1681,0,2,True
604,1400,2318,1,4,True
87,119,313,0,2,True
178,633,2776,0,2,True
61,110,268,0,2,True
119,179,500,0,2,True
47,83,266,0,1,True
54,107,220,0,2,True
74,95,280,0,2,True
88,242,354,0,2,True
62,120,362,0,2,True
65,96,367,0,2,True
68,297,757,0,2,True
38,59,223,0,2,True
116,416,1044,0,2,True
40,183,345,0,2,True
43,100,212,0,2,True
40,208,273,0,2,True
49,124,270,0,2,True
51,161,323,0,2,True
58,295,414,0,2,True
26,134,287,0,2,True
48,88,263,1,4,True
16,51,179,0,2,True
14,63,196,0,2,True
17,29,70,0,2,True
14,38,120,0,2,True
8,43,86,0,2,True
2,2,28,1,3,True
104,174,736,0,1,True
150,198,1106,0,1,True
179,226,1107,0,1,True
141,185,746,0,1,True
102,126,813,0,1,True
132,248,923,0,1,True
96,212,858,0,1,True
85,158,589,0,1,True
128,189,591,0,1,True
141,1000,1707,0,2,True
111,334,1105,3,5,True
50,198,385,0,2,True
45,133,346,0,2,True
54,189,429,0,3,True
67,235,888,0,2,True
472,633,3366,0,1,True
169,266,1140,0,1,True
78,140,616,0,1,True
129,319,847,0,1,True
75,108,399,0,1,True
89,178,653,0,1,True
84,111,513,0,1,True
123,144,489,0,1,True
32,86,305,0,2,True
46,121,717,0,2,True
102,209,675,0,2,True
46,81,336,0,2,True
55,160,374,0,2,True
101,402,721,0,2,True
45,116,374,0,2,True
71,101,348,1,3,True
56,131,361,0,3,True
100,184,453,0,2,True
59,145,482,0,2,True
47,90,302,0,2,True
159,228,1642,0,2,True
74,183,395,1,3,True
50,123,357,0,2,True
114,391,1073,0,2,True
127,269,1642,0,2,True
60,150,414,0,2,True
55,83,271,0,2,True
79,164,428,0,2,True
91,195,961,0,2,True
87,145,506,0,2,True
146,415,858,0,2,True
121,390,636,1,4,True
91,325,1407,0,2,True
30,99,309,0,2,True
102,219,1476,0,2,True
48,114,351,0,2,True
62,109,298,0,2,True
120,358,1380,0,2,True
268,397,1143,6,7,True
58,173,413,0,2,True
52,139,341,0,2,True
48,138,602,0,2,True
853,1600,5614,0,2,True
81,287,660,0,2,True
96,267,699,0,2,True
50,81,258,0,2,True
147,294,1512,0,2,True
60,124,364,0,2,True
175,551,1969,0,2,True
78,174,628,0,2,True
106,303,553,0,2,True
162,211,1042,0,2,True
111,155,690,0,2,True
114,125,374,0,2,True
309,123,491,0,1,True
198,264,892,0,2,True
131,345,675,0,2,True
149,145,654,0,2,True
747,1100,2399,0,2,True
105,140,632,0,2,True
144,271,1647,0,2,True
77,111,369,0,2,True
157,420,1917,0,2,True
105,131,346,0,2,True
175,280,1517,0,2,True
89,173,782,0,2,True
106,277,848,0,2,True
91,177,757,0,2,True
185,940,2184,0,2,True
214,424,1128,4,7,True
64,155,371,0,2,True
98,771,1210,0,2,True
33,107,330,0,2,True
111,309,1560,0,2,True
60,168,381,0,2,True
37,117,256,0,3,True
81,106,387,0,2,True
68,86,287,0,1,True
66,82,216,0,1,True
89,207,666,0,2,True
40,120,225,0,2,True
34,70,232,0,2,True
43,61,183,0,2,True
44,61,186,0,2,True
45,64,216,1,4,True
42,89,163,0,2,True
23,59,118,0,2,True
65,55,101,0,2,True
170,193,638,0,1,True
