@relation basicinfo_vector

@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute class {True,False}

@data
0,22,35,0,2,True
14,48,56,0,2,True
15,101,241,0,2,True
11,94,1862,0,2,True
4,27,185,0,2,True
3,21,33,0,2,True
14,16,182,0,2,True
5,94,37,0,3,True
1,108,74,0,2,True
1,3,65,0,2,True
0,56,12,0,3,True
1,6,553,0,2,True
1,3,16,0,2,True
2,7,29,0,2,True
4,6,334,0,2,True
1,3,16,0,2,True
0,9,20,0,2,True
1,15,17,0,2,True
2,9,438,0,2,True
0,12,221,0,2,True
0,11,129,0,2,True
1,0,4,0,2,True
4,7,787,0,2,True
2,152,1260,0,2,True
4,40,28,0,3,True
14,5,2785,0,2,True
5,6,34,0,2,True
3,5,88,0,2,True
14,1,35,0,2,True
7,29,515,0,2,True
3,15,492,0,2,True
78,875,2557,0,2,True
3,49,2068,0,2,True
2,7,195,0,2,True
5,15,54,0,2,True
3,8,22,0,2,True
3,16,68,0,2,True
0,5,19,0,2,True
19,21,279,0,2,True
0,7,22,0,2,True
2,25,128,0,2,True
30,229,292,0,2,True
0,6,12,0,2,True
2,13,253,0,2,True
4,26,1825,0,2,True
1,7,23,0,2,True
1,74,29,0,3,True
7,7,34,0,2,True
1,12,28,0,2,True
45,95,206,0,2,True
10,78,259,0,2,True
4,19,71,0,2,True
5,2,23,0,2,True
2,11,28,0,2,True
11,16,236,0,2,True
3,8,792,0,2,True
1,23,68,0,2,True
6,171,141,0,2,True
18,12,50,0,2,True
6,13,95,0,2,True
1,42,70,0,3,True
5,7,24,0,2,True
1,11,32,0,2,True
3,5,40,0,2,True
5,8,93,0,2,True
0,32,58,0,2,True
1,5,601,0,2,True
7,20,153,0,2,True
0,7,40,0,2,True
9,21,114,0,2,True
2,9,29,0,2,True
0,6,33,0,2,True
0,8,29,0,2,True
4,8,573,0,2,True
2,8,83,0,2,True
8,31,61,0,2,True
5,72,82,0,2,True
2,10,43,0,2,True
1,13,70,0,2,True
3,7,107,0,2,True
1,7,17,0,2,True
5,16,151,0,2,True
3,5,57,0,2,True
1,3,18,0,2,True
2,15,38,0,2,True
3,6,27,0,2,True
13,188,256,0,2,True
0,19,46,0,2,True
10,168,258,0,2,True
0,2,15,0,2,True
4,6,49,0,2,True
5,3,131,0,2,True
2,0,34,0,2,True
2,35,96,0,2,True
2,2,21,0,3,True
1,6,29,0,2,True
4,6,137,0,2,True
2,3,235,0,2,True
8,23,47,0,2,True
2,31,607,0,2,True
1,6,36,0,2,True
2,11,12,0,2,True
16,32,139,0,2,True
2,2,11,0,2,True
2,0,2,0,3,True
0,0,4,0,2,True
3,62,50,0,2,True
3,28,327,0,1,True
59,7,73,0,1,True
5,14,78,0,1,True
5,41,221,0,1,True
37,98,481,0,1,True
13,15,36,0,2,True
2,36,153,0,2,True
2,51,52,0,2,True
2,3,29,0,1,True
3,3,23,0,2,True
16,106,893,0,1,True
4,4,30,0,2,True
3,116,602,0,2,True
4,21,52,0,2,True
2,32,22,0,1,True
2,2,14,0,1,True
4,10,351,0,1,True
4,11,41,0,1,True
2,10,46,0,1,True
3,61,1353,0,1,True
5,74,156,0,1,True
1,18,279,0,2,True
0,25,16,0,1,True
0,9,35,0,1,True
0,5,13,0,1,True
0,6,9,0,1,True
1,8,22,0,1,True
5,6,42,0,1,True
5,6,26,0,1,True
1,3,7,0,1,True
4,5,16,0,1,True
9,58,46,0,1,True
0,1,4,0,2,True
84,56,513,0,2,False
4,10,96,0,2,False
6,9,86,1,5,False
15,63,197,0,2,False
72,65,1689,0,2,False
1,0,19,1,5,False
6,0,66,0,1,False
14,9,291,0,2,False
14,12,320,0,2,False
39,27,363,0,2,False
60,63,643,0,2,False
22,5,136,0,2,False
1,1,17,1,5,False
15,40,207,0,2,False
206,14,205,0,1,False
76,52,495,0,2,False
1,12,43,0,2,False
8,6,71,0,2,False
37,12,348,0,2,False
62,112,481,0,2,False
5,1,68,0,2,False
37,29,323,0,2,False
3,1,14,0,1,False
184,48,614,0,1,False
20,13,144,0,2,False
3,4,21,1,5,False
8,10,59,0,2,False
31,56,345,0,2,False
7,13,56,0,2,False
31,24,362,0,2,False
9,8,82,0,2,False
15,3,100,0,2,False
5,3,128,0,2,False
3,1,22,0,2,False
13,13,291,0,2,False
7,1,90,0,2,False
1,6,22,1,5,False
6,11,60,0,2,False
376,285,3337,0,2,False
21,15,225,0,2,False
0,62,47,0,2,False
19,9,161,0,2,False
14,9,341,0,2,False
1,0,53,0,2,False
12,24,144,0,2,False
4,1,55,0,2,False
17,7,134,1,2,False
10,46,125,0,2,False
42,10,224,1,2,False
0,1,41,0,2,False
65,28,827,0,2,False
32,63,1017,0,2,False
3,8,36,0,2,False
1,3,17,1,5,False
13,24,109,0,2,False
66,26,610,0,2,False
34,80,829,0,2,False
106,106,2478,0,2,False
2,2,38,0,2,False
1,15,101,0,2,False
21,10,191,0,2,False
2,2,19,1,5,False
6,23,205,0,2,False
10,9,88,0,2,False
41,9,252,0,2,False
103,44,1135,0,2,False
4,5,175,0,2,False
29,22,167,1,3,False
9,15,274,0,2,False
24,81,400,0,2,False
25,26,429,0,2,False
5,7,88,1,5,False
18,15,348,0,2,False
8,14,127,0,2,False
7,2,87,0,2,False
3,6,33,0,2,False
28,120,342,0,2,False
13,0,52,0,1,False
5,3,131,0,2,False
13,43,349,0,2,False
4,11,61,1,5,False
9,0,64,0,2,False
2,40,53,1,5,False
3,0,32,0,2,False
56,39,182,0,2,False
42,343,558,0,2,False
18,25,543,1,3,False
3,9,64,0,2,False
5,1,104,0,2,False
103,557,976,1,3,False
6,9,95,0,2,False
10,6,137,0,2,False
12,5,78,1,5,False
5,25,184,0,2,False
25,42,288,0,2,False
115,42,280,0,2,False
6,7,63,0,2,False
53,15,475,0,2,False
7,4,93,0,2,False
0,2,37,0,2,False
2,8,126,0,2,False
225,236,1544,0,2,False
7,8,49,0,1,False
7,0,57,0,2,False
15,16,179,0,2,False
1,1,11,1,5,False
23,18,253,0,2,False
5,2,38,0,2,False
327,135,2550,0,2,False
4,4,122,0,2,False
5,8,122,0,2,False
20,16,155,0,1,False
8,28,126,0,1,False
4,15,71,0,2,False
1,2,15,1,7,False
17,42,187,0,2,False
60,54,845,0,2,False
35,38,749,0,2,False
31,49,532,0,2,False
24,9,161,0,2,False
108,75,547,0,2,False
34,35,377,0,2,False
17,11,192,0,2,False
14,37,317,0,2,False
38,31,379,0,2,False
1,10,40,1,5,False
28,12,387,0,2,False
0,0,18,0,2,False
10,9,104,0,2,False
22,21,307,0,2,False
18,23,105,0,2,False
29,23,207,0,2,False
104,63,813,0,2,False
6,6,84,0,2,False
5,52,53,1,5,False
17,3,161,0,2,False
85,76,1194,0,2,False
50,20,400,0,2,False
19,38,205,0,2,False
16,2,152,0,2,False
17,11,159,0,2,False
8,1,37,0,1,False
3,14,104,0,2,False
4,4,45,0,2,False
35,32,583,0,2,False
66,68,631,0,2,False
11,23,48,0,2,False
15,17,112,0,2,False
68,100,1154,1,2,False
50,89,293,0,2,False
25,69,1544,0,2,False
13,177,388,0,2,False
27,30,396,0,2,False
41,37,648,0,2,False
6,9,78,0,2,False
6,12,51,0,2,False
2,2,60,1,3,False
53,52,731,0,2,False
84,203,1299,0,2,False
6,16,73,0,2,False
31,15,276,0,2,False
12,7,131,0,2,False
14,32,271,0,2,False
19,15,369,0,2,False
17,15,128,0,2,False
11,11,154,0,2,False
15,9,177,0,2,False
8,27,204,0,2,False
9,8,111,0,2,False
17,6,157,0,2,False
8,0,45,0,1,False
29,106,771,0,2,False
25,12,103,0,2,False
118,43,958,0,2,False
115,43,247,0,1,False
99,42,585,0,2,False
5,6,46,0,2,False
1,2,33,0,2,False
0,0,8,1,3,False
10,41,268,0,2,False
43,83,457,0,2,False
0,12,45,1,3,False
71,81,601,0,2,False
1,1,13,1,5,False
0,7,7,1,3,False
0,0,9,1,3,False
108,207,1296,1,2,False
11,5,112,1,4,False
300,334,3564,0,2,False
18,15,178,0,2,False
28,5,76,1,4,False
4,23,43,1,2,False
43,7,159,0,1,False
32,92,707,0,2,False
1,4,28,1,5,False
2,1,22,0,1,False
4,3,47,0,2,False
0,3,7,1,5,False
20,33,231,0,2,False
6,3,74,0,1,False
52,60,912,0,2,False
31,29,330,0,2,False
28,195,302,0,2,False
34,67,474,0,2,False
0,2,10,1,5,False
3,10,29,0,2,False
3,15,113,0,2,False
0,7,8,1,5,False
50,175,706,0,2,False
2,4,33,0,2,False
9,3,58,0,1,False
9,4,61,0,2,False
4,9,17,0,1,False
0,0,2,1,5,False
3,0,14,0,1,False
20,15,122,0,1,False
5,10,60,0,2,False
3,8,32,0,2,False
0,1,23,0,2,False
64,59,455,0,2,False
4,6,74,0,2,False
0,1,4,1,5,False
1,1,13,1,5,False
119,168,1959,0,2,False
34,111,460,0,2,False
50,21,267,0,1,False
1,5,27,0,2,False
