@relation post_all_vectors

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute nouns numeric
@attribute pronouns numeric
@attribute verbs numeric
@attribute numbers numeric
@attribute adjectives numeric
@attribute conjunctions numeric
@attribute adverbs numeric
@attribute person numeric
@attribute date numeric
@attribute org numeric
@attribute money numeric
@attribute gpe numeric
@attribute norp numeric
@attribute event numeric
@attribute words numeric
@attribute chars numeric
@attribute u_words numeric
@attribute u_chars numeric
@attribute sentences numeric
@attribute avg_word_length numeric
@attribute avg_sent_length numeric
@attribute class {True,False}

@data
85,15,2,1,16,0,0.159,0.759,0.081,-0.4767,5,42,119,0,2,11,4,5,0,2,0,1,1,1,0,0,2,0,0,38,196,1,24,1,5,38,True
16,3,0,0,0,1,0.151,0.602,0.247,0.3818,2,11,20,0,2,3,4,1,0,0,0,0,0,1,0,0,2,0,0,15,71,1,18,1,5,15,True
24,0,0,77,0,7,0.474,0.526,0,-0.872,5,28,113,0,2,3,3,2,2,0,0,2,0,0,0,0,3,0,0,16,74,1,16,1,5,16,True
1800,4,0,0,393,1,0,1,0,0,129,276,2200,0,2,2,4,1,0,1,0,0,1,0,0,0,2,0,0,21,79,2,20,2,4,11,True
406,1,0,0,53,5,0,0.926,0.074,0.4404,65,26,467,0,2,11,2,8,2,3,0,1,0,0,0,2,2,0,0,64,241,2,19,2,4,32,True
219,21,0,0,25,2,0,0.85,0.15,0.3919,24,69,268,0,2,3,3,1,0,2,0,0,1,0,0,0,1,0,0,20,84,2,17,1,4,20,True
138,5,1,1,30,2,0,1,0,0,9,70,177,0,2,3,4,1,1,0,0,0,0,1,2,0,1,0,0,11,62,2,18,1,6,11,True
121,1,0,525,8,3,0.448,0.35,0.202,-0.8316,11,112,743,0,2,5,2,4,0,2,0,0,0,0,0,0,0,0,0,29,121,1,15,1,4,29,True
239,1,0,0,28,0,0,0.657,0.343,0.8553,4,27,268,0,2,5,10,1,0,0,0,0,2,0,1,0,1,0,0,25,104,1,20,2,4,13,True
227,2,0,0,5,28,0.076,0.924,0,-0.1027,4,17,262,0,2,5,4,2,0,2,0,0,1,1,0,0,0,0,0,19,102,1,16,1,5,19,True
90,45,9,0,4,2,0.073,0.685,0.242,0.5707,0,139,150,0,2,3,6,2,0,1,0,0,3,0,1,0,1,0,0,22,89,1,19,1,4,22,True
36,1,3,10,1,3,0.171,0.829,0,-0.4767,6,34,57,0,2,4,2,2,0,1,0,1,0,0,0,0,2,0,0,22,97,1,16,1,4,22,True
298,104,5,1,4,12,0,1,0,0,15,330,424,0,2,2,1,2,0,1,0,3,0,0,0,0,1,0,0,16,76,1,16,1,5,16,True
275,4,0,0,10,15,0,1,0,0,55,53,305,0,2,2,2,1,0,3,0,0,0,0,0,0,1,0,0,10,67,1,17,1,7,10,True
156,11,0,0,6,0,0,1,0,0,17,47,173,0,2,6,3,2,0,2,0,0,1,0,0,0,1,0,0,21,94,1,18,1,4,21,True
40,19,12,1,0,9,0.206,0.794,0,-0.5994,6,50,81,0,2,6,4,1,0,0,0,0,1,1,1,0,1,0,0,18,84,1,17,1,5,18,True
61,24,6,0,0,1,0.105,0.895,0,-0.4019,5,39,92,0,2,4,4,4,1,2,0,0,2,0,0,0,1,0,0,26,111,1,19,1,4,26,True
222,38,1,1,5,1,0,0.847,0.153,0.2023,6,35,270,0,2,4,4,1,1,0,0,1,0,0,0,1,1,0,0,18,80,2,17,1,4,18,True
42,7,0,0,0,1,0.143,0.857,0,-0.4576,12,19,50,0,2,3,2,2,0,2,0,1,0,1,0,0,1,0,0,25,85,3,20,2,3,13,True
1762,2,0,1,634,10,0,0.656,0.344,0.636,171,20,2442,0,1,3,3,0,1,0,0,0,1,1,1,0,0,0,0,11,48,0,3,2,4,6,True
395,21,12,692,52,3,0.144,0.739,0.116,-0.1911,83,220,1409,0,2,4,6,2,0,2,0,1,2,0,1,0,1,0,0,25,115,2,20,3,5,8,True
625,306,1,2,40,113,0,0.8,0.2,0.6705,41,91,1102,0,2,7,1,3,1,1,0,1,0,0,0,0,0,0,0,28,113,1,15,1,4,28,True
154,2,0,0,3,2,0,1,0,0,16,77,162,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,12,57,0,5,2,5,6,True
466,17,1,1,18,2,0.359,0.641,0,-0.9657,86,224,506,0,2,14,8,6,0,4,0,1,2,2,0,0,0,0,0,53,259,1,18,2,5,27,True
2387,11,1,2,72,403,0,0.847,0.153,0.5859,248,275,2879,0,2,12,4,3,2,6,0,0,1,1,0,0,1,0,0,40,189,1,15,2,5,20,True
327,1,1,0,8,0,0.086,0.748,0.166,0.3911,67,133,338,0,2,7,10,5,0,2,0,0,0,0,0,0,2,2,2,43,191,1,22,1,4,43,True
1035,24,1,0,26,2,0,0.885,0.115,0.5859,98,196,1095,0,2,11,6,4,1,2,0,1,1,0,2,0,0,1,0,45,202,3,23,2,4,23,True
367,9,0,1,13,0,0,1,0,0,84,122,390,0,1,2,6,1,0,0,0,0,1,0,1,0,0,0,0,13,74,0,6,1,6,13,True
291,1,0,0,5,0,0.159,0.725,0.116,-0.128,71,84,297,0,2,14,16,3,1,4,0,0,1,2,3,0,2,0,0,55,238,3,25,1,4,55,True
376,3,7,2,8,5,0.06,0.878,0.062,0.0258,98,177,401,0,2,13,7,6,0,1,0,0,4,0,0,0,0,0,0,44,207,1,18,2,5,22,True
152,89,1,0,5,5,0.209,0.65,0.141,-0.2263,10,117,252,0,2,5,3,3,0,3,0,0,0,0,1,0,0,1,0,24,96,1,15,1,4,24,True
42,2,4,0,3,0,0,0.686,0.314,0.7506,1,29,51,0,2,5,2,3,0,1,0,0,0,0,1,0,0,0,0,21,90,3,19,1,4,21,True
274,121,21,4,2,51,0.231,0.769,0,-0.34,15,345,476,1,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,11,54,0,4,1,5,11,True
5246,6,1,5,3409,3,0,1,0,0,199,107,9664,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,10,34,0,1,1,3,10,True
56,1,1,36,0,31,0.603,0.397,0,-0.8442,11,51,127,0,2,2,3,1,1,1,0,0,0,0,1,0,0,0,0,11,58,1,16,1,5,11,True
243,38,119,8,5,99,0,1,0,0,183,478,514,1,3,11,7,4,1,3,0,1,1,1,0,0,0,0,0,51,235,0,9,3,5,17,True
80,3,0,143,0,11,0.188,0.719,0.092,-0.4215,43,51,265,1,3,6,2,2,0,3,0,1,0,0,0,0,1,0,0,30,142,0,3,3,5,10,True
91,1,0,2,10,1,0.189,0.811,0,-0.3744,2,26,105,0,2,3,5,1,0,1,0,1,1,0,0,0,0,0,0,14,81,1,16,1,6,14,True
138,1,0,0,33,0,0.107,0.698,0.195,0.4404,4,16,192,0,2,4,4,1,0,0,0,1,1,0,0,0,0,0,0,20,95,1,16,1,5,20,True
74,3,33,7,26,1,0.234,0.649,0.117,-0.4019,7,106,145,0,2,4,2,1,0,9,0,0,0,0,0,0,1,0,0,26,99,2,13,2,4,13,True
165,12,1,1,2,3,0.085,0.851,0.064,-0.1531,16,92,184,0,2,7,2,5,0,4,0,0,1,0,0,0,1,1,0,32,145,1,11,2,5,16,True
101,5,38,33,3,1,0.344,0.656,0,-0.875,13,107,183,0,2,8,4,3,0,3,0,1,1,0,0,0,2,1,0,29,140,1,11,2,5,15,True
68,19,11,0,2,6,0.132,0.759,0.109,-0.1793,11,31,106,0,2,7,5,3,0,2,0,0,0,0,2,0,0,0,0,30,134,2,11,2,4,15,True
159,17,3,0,9,4,0.333,0.667,0,-0.8402,17,42,192,0,2,7,4,4,0,2,0,1,1,1,1,0,0,0,0,32,144,1,11,2,5,16,True
151,1,1,6,1,21,0.059,0.878,0.062,0.0258,28,7,182,0,2,8,3,5,0,0,0,3,0,1,0,0,1,0,0,38,165,1,10,2,4,19,True
84,0,76,36,0,5,0.341,0.659,0,-0.9081,18,65,201,0,2,7,1,5,0,3,0,1,0,0,0,0,0,1,0,28,131,1,8,2,5,14,True
3243,51,1,0,34,11,0,0.813,0.187,0.5574,33,132,3345,0,2,6,6,3,0,2,0,0,0,0,2,0,1,1,0,28,121,2,12,2,4,14,True
219,0,0,3,24,2,0.184,0.468,0.348,0.7096,24,27,305,0,2,8,2,1,1,3,0,1,0,1,0,0,1,0,0,27,121,2,9,2,4,14,True
181,16,1,0,4,29,0,0.807,0.193,0.3384,27,31,232,0,2,3,1,1,1,2,0,2,0,0,0,0,0,1,0,16,64,1,9,2,4,8,True
2922,5,1,1,230,4,0,0.8,0.2,0.5423,36,82,3177,0,2,3,3,3,1,1,0,0,1,1,0,0,0,0,0,29,96,4,12,2,3,15,True
352,14,0,5,3,170,0.265,0.552,0.182,-0.128,158,109,547,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,19,74,1,8,2,4,10,True
1704,5,7,3640,59,30,0,0.812,0.188,0.4588,132,476,6349,1,3,3,0,3,0,2,0,1,0,0,0,0,0,0,0,19,79,0,5,2,4,10,True
172,4,0,3,5,2,0,0.931,0.069,0.1027,20,67,210,0,2,4,1,5,0,1,0,1,0,0,0,0,0,0,0,28,88,4,9,2,3,14,True
1124,2,6,598,14,222,0,1,0,0,159,240,2089,1,3,1,1,2,0,2,0,1,0,0,0,0,0,0,0,14,62,0,5,2,4,7,True
2567,170,13,1,23,7,0,0.758,0.242,0.6908,49,582,2786,0,2,6,4,4,0,2,0,0,1,0,0,0,0,0,0,32,143,1,12,2,4,16,True
542,7,0,628,6,39,0,0.85,0.15,0.4576,55,170,1260,0,2,6,2,2,0,1,0,1,0,0,1,0,1,0,0,23,97,2,10,2,4,12,True
843,3,3,1225,17,8,0,0.875,0.125,0.4588,65,216,2394,0,2,5,3,4,0,1,0,1,1,0,0,0,2,0,0,28,96,2,11,2,3,14,True
410,3,2,146,12,77,0.261,0.739,0,-0.8126,60,68,693,0,2,7,2,3,0,2,0,2,0,0,0,0,0,0,0,31,125,1,8,2,4,16,True
2895,170,11,5,28,7,0,0.963,0.037,0.1027,73,649,3121,0,2,8,8,4,0,3,0,0,1,0,1,0,0,0,0,43,205,2,18,2,5,22,True
697,18,28,97,78,7,0,0.678,0.322,0.886,89,398,936,0,2,9,7,4,1,1,0,1,2,1,0,0,2,0,0,35,178,1,12,2,5,18,True
6221,32,0,2,59,9,0.231,0.769,0,-0.5994,111,636,6327,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,0,19,69,2,10,2,4,10,True
1880,2,2,2363,152,6,0.15,0.578,0.272,0.3818,70,193,6160,0,2,5,5,2,0,2,0,1,3,0,0,0,0,0,0,26,96,1,11,1,4,26,True
4823,4,0,22,280,22,0.071,0.532,0.397,0.8481,93,92,5737,0,2,5,2,5,1,1,0,0,0,1,1,0,0,0,0,23,105,1,9,2,5,12,True
257,7,0,2,2,2,0.085,0.915,0,-0.0516,40,30,273,0,2,2,3,3,0,1,0,0,0,0,0,0,1,0,0,19,70,2,10,2,4,10,True
592,6,0,10,78,7,0.261,0.739,0,-0.6929,78,115,829,0,2,5,3,4,0,1,0,1,0,0,0,0,1,0,0,29,120,1,5,3,4,10,True
261,88,3,1,2,14,0.086,0.81,0.105,0.1027,38,49,369,0,2,3,3,3,0,2,0,0,0,0,1,0,0,0,0,24,98,1,12,2,4,12,True
7920,2,2,3,188,64,0,1,0,0,153,237,8255,0,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,19,57,1,8,2,3,10,True
4852,6,1,3,100,5,0.095,0.85,0.055,-0.2023,48,133,4974,0,2,4,4,2,0,0,0,1,1,0,0,0,1,0,0,26,93,1,13,3,4,9,True
2585,43,11,66,33,708,0.15,0.85,0,-0.2755,296,750,3455,1,3,0,1,3,1,1,0,1,0,0,0,0,1,0,0,16,81,0,5,2,5,8,True
5898,531,29,2096,123,1307,0.422,0.578,0,-0.8074,511,2400,10046,1,3,1,1,3,0,3,0,0,0,0,0,0,0,0,0,17,83,0,4,1,5,17,True
519,5,0,0,65,1,0,0.764,0.236,0.5719,37,80,593,0,2,3,5,2,0,0,0,0,2,0,0,0,0,0,0,18,71,1,10,2,4,9,True
537,8,7,13,4,110,0,1,0,0,73,145,679,0,2,3,4,2,0,1,0,1,0,0,0,0,1,0,0,21,102,1,8,2,5,11,True
467,5,8,9,5,63,0.155,0.7,0.146,-0.0772,89,208,559,0,2,9,1,2,0,3,0,0,0,0,1,0,0,1,0,36,122,1,8,2,3,18,True
726,2,7,2054,20,12,0.091,0.76,0.148,0.3612,47,200,3068,0,2,5,5,2,1,1,0,0,0,1,1,0,1,0,0,29,112,1,10,2,4,15,True
3766,217,32,5,43,13,0,1,0,0,41,879,4082,0,2,5,5,4,0,3,0,1,0,0,3,0,0,0,0,32,137,3,17,2,4,16,True
281,4,83,16,0,56,0.218,0.576,0.206,-0.0772,40,52,440,0,2,6,1,4,0,1,0,0,0,0,0,0,0,0,0,23,96,2,8,2,4,12,True
7938,42,2,2,153,33,0,1,0,0,116,353,8183,0,2,6,6,3,0,1,0,0,0,0,0,0,0,0,0,26,117,1,14,3,5,9,True
3,0,0,0,0,2,0.171,0.829,0,-0.4767,1,2,5,0,2,5,1,4,0,1,0,1,0,0,0,0,2,0,0,20,92,1,16,1,5,20,True
64,0,0,0,10,1,0.125,0.784,0.09,-0.4215,3,12,75,0,2,12,4,6,1,3,0,2,0,1,2,0,1,0,0,50,221,2,21,1,4,50,True
16,0,0,0,1,1,0,1,0,0,1,10,18,0,2,4,4,1,0,0,0,0,0,0,1,0,1,0,0,14,71,1,17,1,5,14,True
7,0,2,0,0,2,0.187,0.518,0.295,0.2732,0,10,11,0,2,3,2,4,0,1,0,0,0,0,0,0,2,0,0,14,79,1,16,1,6,14,True
59,1,6,0,0,0,0,1,0,0,8,16,66,0,2,4,2,2,0,0,0,0,0,0,0,0,2,0,0,15,70,2,17,1,5,15,True
13,7,0,1,10,0,0.441,0.559,0,-0.743,1,22,31,0,2,5,1,2,0,1,0,0,0,0,0,0,2,0,0,14,70,1,15,1,5,14,True
52,0,0,0,1,18,0,1,0,0,6,12,72,0,2,4,1,2,0,1,0,0,0,0,0,0,1,1,0,11,77,1,16,1,7,11,True
17,5,2,0,0,1,0,0.811,0.189,0.4215,1,23,25,0,2,4,3,3,0,0,0,0,0,1,0,0,2,0,0,15,73,2,17,1,5,15,True
5,2,9,0,0,1,0,1,0,0,2,18,17,0,2,6,3,0,1,1,0,1,2,0,0,0,1,0,0,19,83,1,17,1,4,19,True
17,4,0,0,3,0,0,0.76,0.24,0.6249,0,16,24,0,2,3,4,1,1,2,0,0,0,0,0,0,2,0,0,19,84,1,17,1,4,19,True
3,1,1,0,0,0,0.239,0.761,0,-0.296,0,6,5,0,2,3,3,1,0,0,0,0,0,0,1,0,2,0,0,12,68,1,16,1,6,12,True
6,1,10,17,1,0,0.161,0.839,0,-0.3612,0,17,35,0,2,4,1,2,2,1,0,0,0,0,0,0,1,0,0,15,64,1,16,1,4,15,True
136,5,6,123,0,6,0,1,0,0,19,155,318,0,2,1,4,3,0,0,0,0,1,0,1,0,1,0,0,15,66,2,19,1,4,15,True
208,19,1,0,40,3,0.184,0.816,0,-0.4019,3,116,272,0,2,5,0,5,1,0,0,1,0,0,0,0,1,1,0,17,86,1,16,1,5,17,True
197,1,0,2,35,0,0,0.611,0.389,0.7906,17,60,238,0,2,4,2,0,0,2,0,0,1,0,0,0,1,0,0,14,71,1,15,1,5,14,True
24,1,0,0,0,1,0,0.662,0.338,0.6249,0,2,26,0,2,1,6,2,0,0,0,0,0,0,1,0,2,0,0,14,76,1,18,1,5,14,True
570,1,0,23,91,1,0.07,0.701,0.229,0.7009,34,90,824,0,2,9,6,3,0,3,0,3,1,1,1,0,1,0,0,47,210,1,22,2,4,24,True
41,3,1,0,9,1,0,0.885,0.115,0.144,7,10,58,0,2,2,5,0,1,1,0,1,1,0,1,0,1,0,0,15,83,1,18,1,6,15,True
83,1,0,0,1,1,0.161,0.839,0,-0.3182,14,9,86,0,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,18,84,1,15,1,5,18,True
94,89,55,33,1,25,0.192,0.808,0,-0.2263,13,51,300,0,2,3,4,2,0,0,0,0,0,0,0,0,3,0,0,13,72,1,17,1,6,13,True
745,4,0,261,42,15,0,0.874,0.126,0.0772,67,291,1285,0,2,1,5,1,0,0,0,0,1,0,1,0,1,0,0,11,62,1,18,1,6,11,True
48,7,12,28,0,2,0,0.833,0.167,0.5574,15,89,97,0,2,4,4,3,0,2,0,3,1,0,0,0,2,0,0,23,101,1,17,1,4,23,True
21,3,26,15,0,5,0.236,0.764,0,-0.34,9,39,71,0,2,5,2,2,0,1,0,0,0,0,0,0,1,0,0,16,83,1,15,1,5,16,True
120,23,0,1,8,1,0.162,0.838,0,-0.4019,15,31,153,0,2,0,4,3,0,1,0,1,0,0,0,0,1,0,0,20,84,2,20,1,4,20,True
29,7,0,0,0,1,0.217,0.734,0.049,-0.6286,1,73,37,0,2,6,4,1,0,2,0,0,1,0,0,0,1,0,0,23,104,3,22,2,5,12,True
366,26,2,0,38,3,0.178,0.561,0.261,0.2003,49,327,440,0,2,3,3,2,0,1,0,0,1,0,0,0,2,0,0,18,82,1,19,2,5,9,True
39,4,433,59,7,11,0.408,0.592,0,-0.7845,67,366,556,0,2,6,2,1,0,4,0,0,0,0,1,0,1,0,0,17,82,2,20,1,5,17,True
644,3,0,0,197,2,0,0.8,0.2,0.3612,57,73,849,0,2,5,2,1,0,1,0,0,0,0,0,0,1,0,0,12,70,1,16,1,6,12,True
33,4,0,0,1,0,0.052,0.76,0.188,0.7083,2,9,38,1,3,8,10,4,0,5,0,0,2,2,1,0,2,0,0,46,257,0,15,3,6,15,True
23,2,1,12,1,5,0,0.812,0.188,0.5719,8,63,45,0,2,5,3,2,0,2,0,1,0,0,1,0,1,0,0,21,94,2,14,1,4,21,True
726,23,11,1,126,8,0,0.783,0.217,0.5574,16,137,897,0,2,6,1,2,1,1,0,0,0,0,0,0,2,0,0,19,64,3,17,1,3,19,True
96,0,1,1,5,0,0,0.517,0.483,0.9042,15,25,103,0,2,5,0,1,1,4,0,0,0,0,0,0,1,0,0,16,79,1,15,1,5,16,True
61,5,6,24,8,12,0,0.778,0.222,0.5719,4,47,117,0,2,5,2,2,0,2,0,1,0,0,0,0,2,0,0,18,87,2,17,1,5,18,True
367,64,0,1,39,1,0,0.615,0.385,0.8977,33,262,475,0,2,4,1,3,0,1,0,3,0,0,0,0,1,0,0,28,100,3,18,2,4,14,True
855,0,0,1,167,5,0,0.842,0.158,0.4939,91,129,1034,0,2,3,1,4,1,1,0,0,0,0,0,0,1,0,0,21,89,3,17,1,4,21,True
9,2,0,0,0,0,0,1,0,0,2,8,11,1,3,5,0,1,2,3,0,3,1,2,0,1,0,0,0,25,132,0,2,2,5,13,True
57,9,1,0,4,1,0.115,0.818,0.067,-0.6369,7,63,72,0,2,9,11,7,1,4,0,1,2,1,2,0,1,2,0,70,290,2,30,2,4,35,True
96,3,1,0,0,1,0.161,0.839,0,-0.8862,65,55,101,0,2,13,1,9,0,1,0,6,0,1,0,0,0,0,0,58,273,1,15,4,5,15,True
112,0,0,2,1,1,0.371,0.629,0,-0.949,23,59,118,0,2,14,1,3,0,4,0,1,0,1,0,0,0,0,0,46,194,2,14,2,4,23,True
145,0,6,4,5,0,0.074,0.926,0,-0.4019,42,89,163,0,2,8,6,2,2,4,0,1,0,0,0,0,3,0,0,41,199,1,18,2,5,21,True
410,0,0,1,162,1,0,0.742,0.258,0.7644,85,158,589,0,1,3,2,3,0,2,0,2,1,0,0,0,0,0,0,25,93,0,2,1,4,25,True
205,0,0,0,7,0,0.067,0.78,0.153,0.6138,45,64,216,1,4,13,9,5,0,6,0,4,2,0,0,0,3,0,0,70,320,1,11,3,5,23,True
176,1,0,1,4,1,0.162,0.753,0.085,-0.6908,44,61,186,0,2,16,3,5,3,5,0,1,0,1,0,0,0,0,0,56,247,3,21,3,4,19,True
166,12,0,0,3,1,0,1,0,0,43,61,183,0,2,12,5,5,0,2,0,0,0,0,1,0,1,0,0,41,210,1,17,2,5,21,True
192,2,0,1,9,9,0,0.629,0.371,0.7096,66,82,216,0,1,1,3,2,0,3,0,0,0,0,1,0,1,0,0,14,75,0,4,1,5,14,True
217,1,0,0,12,0,0.053,0.837,0.11,0.4215,34,70,232,0,2,6,16,5,2,3,0,0,2,0,6,0,0,0,0,52,254,3,30,3,5,17,True
216,2,0,0,5,0,0.22,0.562,0.217,0.2124,40,120,225,0,2,15,3,3,0,4,0,1,2,0,0,0,0,0,0,44,202,1,16,3,5,15,True
270,0,0,0,7,8,0,0.851,0.149,0.3869,68,86,287,0,1,3,0,2,0,2,0,2,0,0,0,0,0,0,0,18,72,0,2,2,4,9,True
640,5,0,2,12,1,0.068,0.732,0.201,0.7096,89,207,666,0,2,3,1,6,0,1,0,1,0,0,0,0,0,0,0,37,148,1,14,3,4,12,True
371,0,1,0,6,8,0,1,0,0,81,106,387,0,2,5,16,4,2,2,0,1,0,0,10,0,0,0,0,51,211,2,31,3,4,17,True
244,3,2,1,5,1,0.468,0.532,0,-0.9856,37,117,256,0,3,11,9,6,0,7,0,0,2,0,1,0,3,1,0,67,285,3,31,4,4,17,True
349,1,8,13,3,3,0.183,0.817,0,-0.765,60,168,381,0,2,10,8,7,3,0,0,0,0,2,0,0,4,0,0,48,226,2,19,2,5,24,True
1421,6,3,16,97,13,0,0.888,0.112,0.7003,111,309,1560,0,2,3,20,5,4,0,0,0,0,0,6,0,4,0,0,57,221,4,37,3,4,19,True
312,0,0,0,17,0,0.073,0.927,0,-0.4404,33,107,330,0,2,9,5,7,0,3,0,2,1,2,0,0,0,0,0,45,202,1,16,2,4,23,True
1007,30,27,12,111,14,0,0.769,0.231,0.8885,98,771,1210,0,2,4,8,8,2,3,0,3,2,0,1,0,0,0,0,54,214,3,21,2,4,27,True
348,0,2,0,16,1,0.059,0.825,0.116,0.3468,64,155,371,0,2,6,12,6,0,2,0,0,2,2,0,0,0,1,0,48,215,1,23,3,4,16,True
998,2,5,7,89,2,0.123,0.806,0.072,-0.7406,214,424,1128,4,7,24,25,16,1,8,0,3,5,4,2,0,0,1,1,174,668,0,37,9,4,19,True
646,1,0,1,193,0,0,0.451,0.549,0.8074,96,212,858,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,18,0,1,2,4,3,True
1346,589,17,15,27,187,0.222,0.677,0.101,-0.7717,185,940,2184,0,2,4,11,5,0,5,0,0,4,0,0,0,1,0,0,49,211,1,22,2,4,25,True
719,10,0,2,12,10,0.049,0.774,0.178,0.6705,91,177,757,0,2,8,6,4,0,2,0,0,2,0,0,0,0,0,0,37,175,1,15,2,5,19,True
672,100,3,2,16,52,0.062,0.938,0,-0.3182,106,277,848,0,2,11,6,3,0,4,0,0,2,0,2,0,0,0,0,39,205,3,20,2,5,20,True
747,6,1,0,21,4,0.053,0.625,0.322,0.9392,89,173,782,0,2,11,9,5,0,3,0,1,3,0,2,0,0,0,0,56,228,3,28,2,4,28,True
1334,0,0,0,122,49,0.078,0.922,0,-0.4215,175,280,1517,0,2,15,5,3,6,2,0,1,1,3,0,0,1,0,0,50,185,3,18,2,4,25,True
320,1,5,1,16,1,0.126,0.82,0.055,-0.3818,105,131,346,0,2,10,9,3,0,1,0,0,0,0,2,0,0,0,0,39,197,2,20,2,5,20,True
859,5,121,680,13,212,0.178,0.769,0.053,-0.6369,157,420,1917,0,2,7,3,5,4,3,0,0,0,3,0,0,1,0,0,46,173,2,14,2,4,23,True
359,1,1,0,6,0,0,0.68,0.32,0.765,77,111,369,0,2,2,3,2,2,2,0,3,0,0,0,0,0,0,0,22,82,1,14,1,4,22,True
1260,0,0,10,142,7,0.082,0.863,0.055,-0.3182,144,271,1647,0,2,7,9,6,0,1,0,2,2,0,0,0,2,0,0,50,206,2,22,2,4,25,True
468,0,3,29,15,81,0.221,0.698,0.081,-0.5859,105,140,632,0,2,9,3,5,2,0,0,0,0,0,0,0,2,0,0,33,164,1,14,2,5,17,True
914,0,0,0,166,1,0.326,0.674,0,-0.5255,179,226,1107,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,31,2,2,1,3,10,True
1356,18,871,61,23,62,0.138,0.764,0.097,-0.25,747,1100,2399,0,2,10,5,7,0,4,0,2,1,0,0,0,2,0,0,45,225,1,16,2,5,23,True
621,3,0,1,16,10,0,0.876,0.124,0.6249,149,145,654,0,2,7,14,1,0,2,0,0,0,0,0,0,6,0,1,39,195,1,26,2,5,20,True
564,44,6,0,56,3,0,1,0,0,131,345,675,0,2,5,12,4,0,4,0,0,4,0,0,0,1,2,0,41,198,1,26,2,5,21,True
852,16,0,0,17,1,0,0.805,0.195,0.8807,198,264,892,0,2,6,11,5,5,3,0,0,0,1,2,0,5,0,0,52,207,3,26,2,4,26,True
421,0,0,4,18,1,0.251,0.617,0.132,-0.4404,309,123,491,0,1,2,3,3,2,0,0,0,0,1,0,0,1,0,0,20,83,0,4,1,4,20,True
358,4,0,0,10,1,0.131,0.743,0.126,-0.0516,114,125,374,0,2,13,2,5,0,3,0,0,0,0,1,0,0,0,0,44,220,1,15,2,5,22,True
672,0,0,0,15,2,0.094,0.836,0.07,-0.264,111,155,690,0,2,13,8,7,1,0,0,2,2,1,1,1,1,0,0,57,253,2,25,2,4,29,True
875,12,1,8,25,116,0.038,0.823,0.139,0.6478,162,211,1042,0,2,6,6,6,1,3,0,3,2,0,0,0,1,0,0,49,209,1,16,2,4,25,True
501,0,23,3,20,2,0.122,0.878,0,-0.6124,106,303,553,0,2,13,9,5,0,1,0,3,3,1,1,0,0,0,0,48,227,1,23,3,5,16,True
609,0,0,0,17,1,0,1,0,0,78,174,628,0,2,7,6,4,2,0,0,1,0,2,0,0,1,0,0,51,188,1,19,3,4,17,True
1613,14,1,4,94,124,0.165,0.771,0.065,-0.4215,175,551,1969,0,2,11,5,6,0,2,0,0,0,0,0,0,3,0,0,49,213,2,17,4,4,12,True
681,209,0,1,18,10,0.33,0.67,0,-0.6588,132,248,923,0,1,5,1,3,0,1,0,1,1,0,0,0,0,0,0,17,65,0,1,2,4,9,True
337,0,0,17,6,2,0.071,0.929,0,-0.6597,60,124,364,0,2,17,5,10,3,8,0,5,0,1,1,0,0,1,0,90,355,1,24,8,4,11,True
1395,18,7,2,73,3,0.051,0.743,0.206,0.7712,147,294,1512,0,2,10,15,2,1,1,0,0,1,1,4,0,1,0,0,48,225,1,27,3,5,16,True
245,1,0,0,11,1,0,0.959,0.041,0.2168,50,81,258,0,2,10,13,5,0,3,0,0,3,1,1,0,1,0,0,54,246,3,32,4,5,14,True
453,0,0,1,13,15,0,1,0,0,123,144,489,0,1,2,3,3,0,1,0,1,0,0,0,0,0,0,0,20,86,1,3,1,4,20,True
674,2,2,0,17,0,0.104,0.896,0,-0.6956,96,267,699,0,2,10,2,4,0,3,0,2,0,1,1,0,0,0,0,51,198,1,15,4,4,13,True
629,4,3,0,21,1,0,0.635,0.365,0.9773,81,287,660,0,2,4,13,2,0,6,0,3,3,0,2,0,0,0,0,57,216,1,26,4,4,14,True
3175,1633,0,12,175,566,0.072,0.928,0,-0.4215,853,1600,5614,0,2,6,6,7,2,2,0,1,0,0,0,0,4,0,0,44,183,2,17,2,4,22,True
476,3,0,0,25,1,0,0.866,0.134,0.4199,84,111,513,0,1,5,0,3,0,1,0,0,0,0,0,0,0,0,0,23,85,1,2,2,4,12,True
577,1,0,0,17,3,0,0.504,0.496,0.87,48,138,602,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,15,71,1,13,2,5,8,True
