@relation post_all_vectors

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute nouns numeric
@attribute pronouns numeric
@attribute verbs numeric
@attribute numbers numeric
@attribute adjectives numeric
@attribute conjunctions numeric
@attribute adverbs numeric
@attribute person numeric
@attribute date numeric
@attribute org numeric
@attribute money numeric
@attribute gpe numeric
@attribute norp numeric
@attribute event numeric
@attribute words numeric
@attribute chars numeric
@attribute u_words numeric
@attribute u_chars numeric
@attribute sentences numeric
@attribute avg_word_length numeric
@attribute avg_sent_length numeric
@attribute class {True,False}

@data
323,2,1,0,12,2,0.185,0.705,0.11,-0.4404,52,139,341,0,2,11,3,7,0,3,0,2,0,0,2,0,0,0,0,51,202,3,20,3,4,17,True
395,0,4,1,12,1,0.125,0.875,0,-0.5927,58,173,413,0,2,6,12,3,1,1,0,2,4,0,1,0,0,1,0,45,205,1,25,5,5,9,True
969,0,0,5,95,1,0.045,0.867,0.088,0.6908,268,397,1143,6,7,20,18,11,4,9,0,4,2,4,4,0,0,1,0,125,547,1,27,7,4,18,True
1228,20,0,4,109,13,0.123,0.805,0.072,-0.1027,120,358,1380,0,2,3,12,6,3,3,0,0,1,1,1,0,2,0,1,51,199,1,25,3,4,17,True
281,3,2,0,11,1,0.164,0.576,0.259,0.666,62,109,298,0,2,9,6,5,0,2,0,2,0,0,2,0,0,1,0,44,210,1,19,3,5,15,True
379,0,1,0,12,3,0,1,0,0,75,108,399,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,15,63,0,3,1,4,15,True
328,1,1,4,12,0,0.16,0.84,0,-0.7579,48,114,351,0,2,11,5,5,2,3,0,1,0,1,0,0,3,0,0,49,191,3,18,3,4,16,True
1302,3,2,8,129,26,0,1,0,0,102,219,1476,0,2,5,14,1,2,2,0,0,0,0,2,0,0,0,2,42,189,1,25,2,5,21,True
662,0,0,0,101,3,0,0.544,0.456,0.7717,102,126,813,0,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,13,40,0,2,2,3,7,True
276,2,20,4,6,0,0.256,0.684,0.06,-0.9217,30,99,309,0,2,11,6,6,1,5,0,0,1,1,0,0,2,1,0,52,234,1,19,3,5,17,True
1366,0,0,1,33,4,0,0.937,0.063,0.4404,91,325,1407,0,2,11,18,5,0,3,0,1,5,2,0,0,3,1,0,71,314,4,37,7,4,10,True
610,3,3,1,16,2,0.165,0.731,0.105,-0.4939,121,390,636,1,4,13,8,8,2,4,0,1,2,2,1,0,1,0,0,64,309,1,15,2,5,32,True
724,50,6,1,70,4,0,1,0,0,146,415,858,0,2,13,9,4,3,2,0,2,2,1,0,0,2,0,0,56,221,3,23,3,4,19,True
460,5,0,0,37,2,0,0.8,0.2,0.4588,87,145,506,0,2,3,8,3,2,2,0,0,1,0,2,0,0,1,0,25,128,1,20,3,5,8,True
645,6,0,0,82,5,0.173,0.827,0,-0.3182,141,185,746,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,15,62,0,1,2,4,8,True
936,1,0,0,20,0,0.108,0.756,0.136,0.3182,91,195,961,0,2,8,3,7,0,2,0,1,0,0,0,0,0,0,0,52,196,3,22,6,4,9,True
406,8,1,1,8,2,0.193,0.807,0,-0.8126,79,164,428,0,2,6,3,5,0,4,0,2,0,1,1,0,1,1,0,40,190,1,17,2,5,20,True
265,0,0,0,5,1,0,1,0,0,55,83,271,0,2,11,9,5,1,2,0,0,3,3,1,0,0,0,0,52,221,2,24,5,4,10,True
631,2,0,101,25,1,0.276,0.472,0.252,-0.1531,129,319,847,0,1,4,0,4,0,1,0,0,0,0,0,0,0,1,0,17,68,1,2,1,4,17,True
394,0,0,0,15,3,0.1,0.9,0,-0.5994,60,150,414,0,2,6,7,4,2,4,0,2,0,1,0,0,3,2,0,45,207,2,23,4,5,11,True
1164,72,6,7,34,353,0.045,0.955,0,-0.0572,127,269,1642,0,2,5,4,4,0,1,0,0,0,0,0,0,1,2,0,31,137,1,15,1,4,31,True
1029,12,1,0,21,4,0.143,0.731,0.126,-0.1531,114,391,1073,0,2,5,3,4,0,4,0,2,0,2,0,0,0,0,0,35,147,1,16,3,4,12,True
589,1,0,0,17,4,0,0.818,0.182,0.4404,78,140,616,0,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,16,72,0,2,1,5,16,True
345,1,0,2,7,0,0.106,0.861,0.033,-0.5574,50,123,357,0,2,6,12,5,0,2,0,0,0,3,3,0,1,0,0,43,206,1,22,3,5,14,True
373,5,0,1,12,0,0.078,0.835,0.087,-0.128,74,183,395,1,3,11,0,8,0,2,0,2,0,2,1,0,0,0,0,54,250,3,14,2,5,27,True
1512,0,0,0,104,18,0,1,0,0,159,228,1642,0,2,2,7,4,1,1,0,0,0,0,0,0,0,0,0,32,132,1,18,2,4,16,True
289,0,0,0,12,1,0.067,0.713,0.221,0.6705,47,90,302,0,2,13,2,6,0,2,0,0,0,0,1,0,0,0,0,43,196,2,17,2,5,22,True
961,1,0,1,149,5,0,0.746,0.254,0.6239,169,266,1140,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,15,52,1,1,1,3,15,True
441,2,0,0,8,1,0.137,0.863,0,-0.8126,100,184,453,0,2,20,13,5,4,1,0,0,3,6,2,0,1,0,0,65,270,2,29,1,4,65,True
2716,13,1,0,497,112,0.16,0.756,0.084,-0.4019,472,633,3366,0,1,6,2,1,1,1,0,0,1,0,0,1,0,0,0,22,99,0,3,2,5,11,True
339,0,11,1,7,2,0.38,0.593,0.027,-0.9871,56,131,361,0,3,23,1,12,0,5,0,0,0,0,0,0,0,0,0,84,381,1,16,5,5,17,True
333,11,0,0,3,0,0,1,0,0,71,101,348,1,3,16,1,4,1,6,0,2,0,1,0,0,1,0,0,51,265,1,8,2,5,26,True
883,3,0,1,190,4,0,0.578,0.422,0.9081,150,198,1106,0,1,6,0,4,0,3,0,1,0,1,0,0,0,0,0,24,112,0,1,1,5,24,True
358,4,2,1,7,0,0.167,0.833,0,-0.802,45,116,374,0,2,13,4,4,0,0,0,0,0,0,2,0,0,0,0,57,206,1,17,2,4,29,True
660,0,0,42,11,6,0.178,0.713,0.109,-0.5719,101,402,721,0,2,10,4,6,0,3,0,2,0,2,0,0,3,0,0,51,205,3,18,4,4,13,True
369,0,0,0,4,0,0.104,0.896,0,-0.5106,55,160,374,0,2,7,10,4,3,2,0,2,0,1,0,0,3,0,0,46,197,1,22,2,4,23,True
608,4,0,0,34,1,0,0.883,0.117,0.5106,89,178,653,0,1,7,3,5,0,1,0,0,1,0,0,0,0,1,0,31,122,1,5,2,4,16,True
325,4,0,0,3,0,0,0.912,0.088,0.5106,46,81,336,0,2,12,12,3,0,0,0,0,2,1,5,0,0,0,0,44,198,3,30,2,5,22,True
591,0,57,9,9,8,0.135,0.865,0,-0.8176,102,209,675,0,2,14,12,5,2,2,0,2,2,1,2,0,0,0,1,59,265,1,24,2,4,30,True
629,1,10,5,55,1,0.062,0.893,0.045,-0.2732,46,121,717,0,2,19,3,5,0,6,0,1,0,1,0,0,0,0,0,64,302,1,15,3,5,21,True
300,1,0,0,3,0,0,1,0,0,32,86,305,0,2,8,6,5,0,3,0,0,2,3,0,0,0,0,0,43,178,1,19,5,4,9,True
630,1,0,1,84,0,0,0.71,0.29,0.8402,104,174,736,0,1,6,2,5,0,1,0,1,0,0,1,0,0,0,0,29,110,0,4,2,4,15,True
793,62,8,1,19,3,0,0.958,0.042,0.2023,67,235,888,0,2,8,13,6,0,1,0,0,3,0,4,0,0,0,0,52,199,3,29,4,4,13,True
399,13,4,1,10,2,0.216,0.716,0.068,-0.743,54,189,429,0,3,13,6,6,0,4,0,2,1,0,2,0,0,0,0,53,237,4,28,3,4,18,True
524,6,0,1,9,47,0.216,0.784,0,-0.6597,128,189,591,0,1,6,0,3,0,1,0,0,0,0,0,0,0,0,0,19,73,1,1,1,4,19,True
316,2,17,1,6,4,0.167,0.833,0,-0.7783,45,133,346,0,2,16,6,5,2,4,0,0,1,2,1,0,2,0,0,51,227,1,17,2,4,26,True
360,14,1,0,8,2,0.036,0.87,0.094,0.3353,50,198,385,0,2,7,11,6,2,2,0,1,2,3,2,0,0,0,0,44,217,1,21,1,5,44,True
995,17,1,0,86,2,0.037,0.744,0.219,0.9186,111,334,1105,3,5,8,25,4,4,2,0,0,5,4,3,0,0,0,0,71,298,4,36,2,4,36,True
1462,189,14,5,22,11,0,0.945,0.055,0.1779,141,1000,1707,0,2,8,1,4,0,0,0,4,0,0,0,0,0,0,0,43,160,1,15,4,4,11,True
6,0,0,0,0,0,0,0.811,0.189,0.4199,2,1,6,0,2,4,3,3,0,5,0,0,0,0,2,0,1,1,0,22,100,2,14,1,5,22,True
66,35,0,0,8,4,0,1,0,0,20,9,113,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,20,0,1,2,3,4,True
27,0,10,3,0,4,0.353,0.647,0,-0.8516,2,20,44,0,2,7,1,5,0,1,0,0,0,0,1,0,0,0,0,22,109,1,15,1,5,22,True
34,25,0,0,6,2,0,0.482,0.518,0.8192,1,61,67,1,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,6,41,1,12,1,7,6,True
110,5,0,0,13,0,0,0.651,0.349,0.8934,2,35,129,0,2,7,5,2,0,0,0,0,2,0,0,0,0,0,0,23,106,1,17,1,5,23,True
16,0,0,2,0,0,0,0.933,0.067,0.0772,3,17,21,0,2,4,2,1,0,0,0,2,1,0,0,0,0,0,0,19,78,2,18,1,4,19,True
116,3,0,0,24,1,0,0.561,0.439,0.9468,2,20,146,0,2,4,3,3,1,2,0,0,0,1,0,0,0,0,0,27,106,1,15,1,4,27,True
142,7,0,103,0,32,0.105,0.895,0,-0.25,21,95,286,1,3,5,0,3,0,3,0,0,0,0,0,0,0,0,0,17,100,0,4,2,6,9,True
26,1,1,91,0,1,0.39,0.452,0.158,-0.6249,9,21,128,0,2,4,1,1,1,3,0,0,0,0,0,0,1,0,0,13,61,2,17,1,5,13,True
158,19,0,76,4,22,0,0.61,0.39,0.4926,27,130,351,1,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,9,43,0,4,2,5,5,True
18,1,39,32,0,12,0.505,0.495,0,-0.9042,12,59,102,0,2,6,1,0,2,5,0,0,1,1,0,0,0,1,0,20,91,1,16,1,5,20,True
69,0,0,163,2,5,0.359,0.437,0.204,-0.4939,23,40,266,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,0,14,59,3,19,2,4,7,True
300,11,0,0,26,2,0,0.6,0.4,0.9432,5,70,341,0,2,7,6,3,1,1,0,0,1,1,1,0,0,0,0,32,131,2,19,2,4,16,True
33,0,0,114,2,2,0.615,0.385,0,-0.9371,5,60,162,0,2,6,1,1,0,2,0,0,0,1,0,0,0,0,0,16,81,2,18,2,5,8,True
252,0,0,0,93,0,0,0.4,0.6,0.9751,6,69,401,0,2,6,6,2,0,3,0,0,0,0,0,0,0,0,0,27,126,2,22,2,5,14,True
37,0,111,7,0,14,0.438,0.562,0,-0.7906,26,50,170,0,2,2,2,3,0,1,0,0,1,0,0,0,0,0,0,14,67,1,15,2,5,7,True
364,35,2,0,9,1,0,0.821,0.179,0.5411,1,32,412,0,2,4,5,2,1,2,0,0,1,0,1,0,0,0,0,21,109,2,21,2,5,11,True
39,55,0,0,1,8,0.276,0.648,0.076,-0.7378,1,55,103,0,2,8,3,2,0,2,0,0,0,0,3,0,0,0,0,23,99,3,27,1,4,23,True
121,24,0,2,2,2,0.303,0.552,0.145,-0.5574,3,46,152,0,2,2,6,2,0,1,0,1,2,0,1,0,0,0,0,22,109,1,18,1,5,22,True
70,41,1,2,3,0,0.323,0.553,0.124,-0.7363,3,58,118,0,2,4,8,2,0,1,0,1,0,0,2,0,0,0,0,26,118,1,20,1,5,26,True
51,0,0,12,4,1,0.245,0.581,0.174,-0.1779,2,10,91,0,2,4,3,3,0,1,0,1,1,0,0,0,0,0,0,21,96,1,16,1,5,21,True
77,0,0,0,3,0,0.29,0.578,0.132,-0.6933,5,9,80,0,2,3,6,2,2,4,0,1,0,1,4,0,0,0,0,27,122,4,37,1,5,27,True
65,1,0,45,7,0,0.485,0.418,0.098,-0.9491,7,24,136,0,2,6,3,2,0,3,0,3,1,0,0,0,0,0,0,28,117,1,17,1,4,28,True
50,20,2,3,1,0,0.384,0.363,0.253,-0.3848,0,31,81,0,2,3,5,1,0,2,0,1,1,0,0,0,0,0,0,18,79,1,19,2,4,9,True
51,18,0,2,1,0,0,1,0,0,2,33,72,0,2,4,6,1,0,2,0,0,2,0,0,0,0,0,0,19,91,1,20,1,5,19,True
352,151,2,0,9,27,0.137,0.576,0.288,0.6361,66,75,542,0,2,5,4,1,0,2,0,1,0,0,1,0,0,0,0,20,96,1,15,1,5,20,True
16,69,1,0,0,1,0.153,0.657,0.191,0.2991,1,114,88,0,2,2,6,4,0,2,0,2,2,0,0,0,0,0,0,24,113,1,16,1,5,24,True
74,196,1,3,2,1,0.131,0.697,0.173,0.2698,6,152,278,0,2,2,6,3,0,1,0,1,3,0,0,0,0,0,0,21,99,1,18,1,5,21,True
104,125,2,1,7,2,0,0.681,0.319,0.8172,7,266,241,0,2,2,6,3,0,3,0,0,2,0,0,0,0,0,0,19,75,2,24,2,4,10,True
44,3,0,53,1,12,0,1,0,0,14,41,116,1,3,2,0,2,0,1,0,2,0,0,0,0,0,0,0,18,84,0,4,2,5,9,True
72,2,31,237,2,117,0.27,0.618,0.112,-0.6249,37,123,463,0,2,8,0,2,2,4,0,0,0,2,0,0,0,0,0,35,124,2,15,2,4,18,True
124,10,1,231,1,51,0.236,0.764,0,-0.5859,40,134,426,0,2,8,1,5,0,3,0,0,0,0,0,0,0,0,0,29,158,1,15,2,5,15,True
148,1,0,0,27,1,0,0.694,0.306,0.8374,7,23,181,0,2,5,7,0,0,2,0,0,0,0,2,0,0,0,0,23,99,2,20,1,4,23,True
44,0,31,169,2,7,0.442,0.442,0.116,-0.9153,9,56,259,0,2,7,1,3,1,3,0,0,0,1,0,0,0,0,0,32,130,1,16,2,4,16,True
56,13,0,2,0,2,0.403,0.597,0,-0.4019,4,33,74,1,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,6,47,0,4,1,8,6,True
61,24,0,0,5,2,0,0.599,0.401,0.8658,2,44,92,0,2,7,5,1,0,1,0,0,1,0,0,0,0,0,0,23,88,1,16,2,4,12,True
68,117,0,2,1,1,0.308,0.523,0.169,-0.6724,6,88,189,0,2,3,7,2,0,2,0,1,1,0,0,0,0,0,0,25,102,2,22,2,4,13,True
89,3,0,30,6,2,0.144,0.703,0.153,0.0686,7,26,162,0,2,6,6,1,0,2,0,1,1,0,1,0,0,0,0,23,104,1,16,1,5,23,True
33,22,0,0,3,1,0,0.551,0.449,0.8912,3,29,59,0,2,3,4,3,0,1,0,0,1,0,2,0,0,0,0,21,83,3,24,1,4,21,True
103,3,35,1425,14,15,0.524,0.366,0.11,-0.9413,38,211,1647,0,2,6,1,1,1,3,0,0,0,0,0,0,0,0,0,25,106,1,16,3,4,8,True
58,45,0,17,0,11,0.133,0.708,0.158,0.1531,7,54,133,0,2,4,0,3,0,2,0,1,0,0,1,0,0,0,0,22,78,3,20,1,4,22,True
70,1,0,8,10,1,0.189,0.56,0.25,0.2698,7,21,131,1,3,0,2,2,0,3,0,1,0,0,0,0,0,1,0,13,64,0,7,1,5,13,True
66,43,1,2,8,6,0,0.882,0.118,0.516,7,117,127,0,2,2,9,2,1,3,0,0,2,0,0,0,0,0,0,24,103,3,35,1,4,24,True
157,4,2,4,6,16,0,0.729,0.271,0.3034,10,62,193,1,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,9,59,1,15,2,7,5,True
44,7,1,12,3,2,0.467,0.369,0.164,-0.8024,3,43,70,0,2,3,4,1,0,3,0,1,0,0,1,0,0,0,0,17,77,1,16,1,5,17,True
83,17,6,1,7,48,0.49,0.51,0,-0.91,8,48,164,0,2,6,4,1,0,1,0,1,1,0,0,0,1,0,0,20,102,1,18,2,5,10,True
2980,73,3,5,629,1166,0,0.861,0.139,0.5487,244,910,4934,0,2,5,1,1,2,2,0,1,0,2,1,0,0,0,0,29,105,1,16,2,4,15,True
72,4,0,0,18,10,0,1,0,0,10,13,105,0,1,2,1,0,0,3,0,0,0,0,0,0,1,1,0,9,44,0,2,1,5,9,True
86,124,60,11,14,3,0.193,0.727,0.08,-0.4767,23,256,299,0,2,5,4,2,0,2,0,1,2,0,0,0,0,0,0,25,107,1,17,2,4,13,True
573,12,0,1,212,5,0,0.868,0.132,0.4404,70,98,813,0,2,3,6,1,1,2,0,2,1,0,2,0,0,0,0,21,91,1,20,1,4,21,True
940,174,0,472,33,515,0,0.61,0.39,0.4926,256,620,2357,1,3,0,1,2,0,2,0,0,0,0,1,0,0,0,0,9,43,0,4,2,5,5,True
118,43,2,0,9,0,0.126,0.681,0.194,0.3182,15,64,173,0,2,0,6,1,0,1,0,1,2,0,1,0,0,0,0,16,73,3,26,1,5,16,True
54,30,2,3,2,2,0,1,0,0,3,54,93,0,2,7,2,1,1,4,0,2,1,1,0,0,0,0,0,34,138,2,21,1,4,34,True
421,881,25,27,24,156,0,0.803,0.197,0.7052,152,665,1542,0,2,6,2,5,0,2,0,0,1,0,0,0,0,0,0,40,131,5,19,1,3,40,True
37,1,94,27,1,43,0.429,0.452,0.119,-0.883,31,111,204,0,2,7,4,0,1,4,0,1,0,1,0,0,0,0,0,28,101,2,20,2,4,14,True
5461,7,6,64,1239,24,0,0.607,0.393,0.5983,180,84,7785,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,7,17,0,1,2,2,4,True
252,128,4,58,14,13,0,0.541,0.459,0.6249,12,440,509,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,9,44,0,4,1,5,9,True
46,7,2,105,3,3,0.061,0.939,0,-0.0258,14,51,172,0,2,4,2,4,0,0,0,2,0,0,0,0,0,0,0,21,96,1,15,1,5,21,True
269,3,43,2656,15,33,0.349,0.451,0.2,-0.7171,61,334,3236,0,2,4,3,3,0,3,0,0,0,0,1,0,0,0,0,22,107,2,18,2,5,11,True
685,402,11,17,18,109,0,0.87,0.13,0.5984,48,398,1245,0,2,5,5,3,3,4,0,2,2,2,0,0,0,0,0,38,132,1,18,1,3,38,True
202,17,6,490,6,98,0.148,0.852,0,-0.3182,69,257,833,0,2,4,2,5,0,0,0,1,0,0,0,0,1,0,0,26,115,1,15,2,4,13,True
960,1,0,0,430,1,0,0.581,0.419,0.9517,26,51,1428,0,2,7,6,3,0,1,0,2,3,0,0,0,0,0,0,34,133,1,17,2,4,17,True
5086,546,28,13,247,29,0,0.65,0.35,0.8192,39,637,5969,0,2,4,3,1,2,2,0,0,1,0,0,0,0,0,0,18,79,2,24,1,4,18,True
47,4,224,44,0,20,0.186,0.599,0.215,0.126,21,135,339,0,2,2,1,3,1,1,0,0,1,0,0,0,0,0,0,16,84,3,29,2,5,8,True
87,0,0,0,12,0,0,0.715,0.285,0.4199,10,13,110,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,8,29,0,1,1,4,8,True
13,22,0,0,0,2,0.278,0.722,0,-0.6124,2,28,37,0,2,6,0,2,0,4,0,0,0,0,0,0,0,0,0,21,90,2,17,1,4,21,True
60,2,0,0,3,1,0,1,0,0,4,15,67,0,2,3,2,3,0,1,0,1,0,0,1,0,0,0,0,22,108,2,22,2,5,11,True
210,0,0,2,51,1,0,0.825,0.175,0.5574,19,20,304,0,2,7,4,2,1,1,0,0,0,0,0,0,0,0,0,21,90,1,14,1,4,21,True
28,16,0,0,3,3,0,1,0,0,0,22,51,0,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,16,80,2,29,1,5,16,True
118,53,8,7,5,31,0,1,0,0,7,118,223,0,2,4,4,2,2,3,0,1,1,1,0,0,0,1,0,27,117,1,16,1,4,27,True
139,3,0,0,24,4,0,0.851,0.149,0.4199,13,64,170,0,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,20,90,3,33,1,5,20,True
171,54,0,0,3,6,0.388,0.612,0,-0.4215,36,18,234,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,8,25,0,1,1,3,8,True
87,0,0,67,9,3,0.238,0.596,0.166,-0.2298,7,23,222,0,2,4,4,2,0,2,0,1,1,0,0,0,0,1,0,22,112,1,17,1,5,22,True
81,8,0,0,12,1,0.104,0.666,0.23,0.4648,3,20,103,0,2,6,5,1,1,2,0,0,1,1,0,0,1,0,0,28,130,4,26,2,5,14,True
409,10,12,16,42,179,0.37,0.63,0,-0.8494,93,146,668,0,2,5,2,1,2,1,0,1,2,0,0,0,0,0,0,20,83,4,29,1,4,20,True
184,2,1,8,5,7,0,0.89,0.11,0.3034,8,111,213,0,2,6,6,2,0,0,0,0,1,0,1,0,1,0,0,23,116,2,28,2,5,12,True
664,215,2,134,18,402,0,0.775,0.225,0.4926,74,604,1577,0,2,2,3,2,0,2,0,0,0,0,1,0,0,0,0,16,69,1,16,1,4,16,True
440,433,12,9,16,41,0,1,0,0,40,929,955,0,2,2,4,1,2,3,0,2,1,0,0,0,0,0,0,24,91,2,20,1,4,24,True
59,0,17,0,2,11,0,1,0,0,12,12,89,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,5,30,0,1,1,6,5,True
195,171,13,16,14,45,0,0.79,0.21,0.7269,22,421,455,0,2,6,4,1,2,2,0,0,1,2,0,0,0,0,0,30,114,2,16,1,4,30,True
56,29,1,6,0,13,0.451,0.549,0,-0.802,4,29,105,0,2,5,1,2,0,2,0,0,0,0,0,0,0,1,0,15,83,1,15,1,6,15,True
81,77,1,1,5,12,0,1,0,0,4,67,177,0,2,4,8,0,0,1,0,0,1,0,2,0,0,0,0,20,84,3,24,1,4,20,True
126,28,6,2,14,7,0,0.707,0.293,0.807,2,44,183,0,2,5,3,3,1,2,0,1,1,0,0,0,0,0,0,27,123,1,16,1,5,27,True
47,7,1,0,1,2,0.268,0.606,0.126,-0.5093,6,16,58,0,2,3,7,1,0,2,0,0,1,0,2,0,0,0,0,20,91,2,24,2,5,10,True
456,278,61,113,31,416,0.26,0.669,0.072,-0.7235,198,957,1395,0,2,4,1,3,0,3,0,2,0,0,0,0,0,0,0,24,93,4,26,2,4,12,True
128,26,48,1,2,6,0,0.626,0.374,0.3382,22,118,212,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,24,0,1,1,3,7,True
26,10,0,0,1,0,0.307,0.693,0,-0.7345,2,23,37,0,2,3,2,3,0,1,0,1,0,0,1,0,0,0,0,19,87,1,15,1,5,19,True
52,23,2,2,6,3,0,1,0,0,10,183,88,0,2,3,4,4,2,2,0,1,1,0,0,0,0,0,0,29,98,1,17,1,3,29,True
1982,5,0,0,336,10,0,0.524,0.476,0.8955,52,170,2362,0,2,3,6,1,0,3,0,0,2,0,0,0,0,0,0,20,101,1,18,2,5,10,True
2,0,0,1,0,0,0.226,0.728,0.046,-0.7717,1,0,3,0,2,7,1,6,1,1,0,3,0,0,0,0,0,0,0,35,154,1,15,1,4,35,True
12,1,0,0,1,2,0.082,0.918,0,-0.4939,1,9,16,0,2,8,7,7,1,3,0,0,4,0,0,0,2,0,0,43,216,2,22,1,5,43,True
24,0,1,0,7,0,0.043,0.957,0,-0.1531,1,1,33,0,2,3,15,3,1,1,0,0,2,0,0,0,2,0,0,39,180,1,29,1,5,39,True
15,1,1,0,0,3,0,0.927,0.073,0.1531,1,9,20,0,2,9,7,4,1,0,0,0,2,0,1,0,1,0,0,42,212,2,30,1,5,42,True
8,0,0,0,0,0,0.181,0.715,0.104,-0.6486,1,31,8,0,2,10,2,6,1,1,0,4,0,0,0,0,0,0,0,63,233,1,16,2,4,32,True
6,2,1,0,0,1,0.339,0.591,0.069,-0.8885,1,5,10,0,2,6,6,5,1,2,0,0,0,0,0,0,0,0,0,29,164,5,30,2,6,15,True
26,14,2,2,5,10,0.13,0.87,0,-0.7184,3,35,59,0,2,10,1,5,7,3,0,1,0,3,0,0,0,0,0,43,190,2,15,1,4,43,True
7,2,0,0,2,0,0,1,0,0,0,2,11,1,3,8,4,4,1,1,0,2,0,1,1,0,2,0,0,34,200,0,6,2,6,17,True
9,3,1,0,0,1,0.055,0.945,0,-0.2732,1,5,15,0,2,11,4,4,2,5,0,1,1,0,0,0,2,0,0,48,188,1,19,2,4,24,True
23,3,0,0,0,1,0.194,0.806,0,-0.7351,2,27,27,1,3,6,4,4,1,4,0,3,1,0,1,0,0,0,0,34,231,1,7,2,7,17,True
11,3,0,0,0,0,0.215,0.682,0.103,-0.8126,0,20,14,0,2,8,4,5,1,4,0,4,1,0,0,0,1,0,0,52,235,1,18,1,5,52,True
4,0,0,0,0,0,0.084,0.916,0,-0.3612,0,4,4,0,2,7,4,10,1,0,0,1,0,0,1,0,0,0,0,44,216,1,18,1,5,44,True
56,11,1,0,4,0,0.223,0.649,0.128,-0.7506,6,43,72,1,3,6,4,5,1,3,0,6,1,0,0,0,1,0,0,44,248,0,4,2,6,22,True
47,26,5,0,3,0,0.089,0.911,0,-0.3818,2,30,81,0,2,16,4,6,1,4,0,0,0,0,0,0,0,0,0,53,208,2,15,1,4,53,True
4,0,1,4,0,3,0.305,0.695,0,-0.9578,1,0,12,0,3,13,7,7,5,1,0,0,0,3,1,0,1,0,0,64,347,2,20,1,5,64,True
4,4,0,0,0,0,0.055,0.802,0.143,0.5423,2,13,8,1,3,7,8,4,0,3,0,1,3,0,2,0,0,0,0,38,259,0,9,2,7,19,True
44,28,0,2,5,1,0.196,0.707,0.098,-0.6808,2,53,80,0,2,8,5,4,1,5,0,0,1,0,0,0,0,1,0,34,182,1,21,2,5,17,True
17,1,13,23,0,0,0.153,0.847,0,-0.6808,4,75,55,1,3,7,3,4,1,4,0,3,0,0,0,0,2,1,0,37,239,0,5,2,6,19,True
6,4,3,0,0,0,0.104,0.896,0,-0.7003,1,13,13,0,2,15,7,7,2,3,0,1,0,1,2,2,1,1,0,57,247,1,21,2,4,29,True
16,7,17,1,0,1,0.107,0.818,0.075,-0.4588,1,37,42,0,2,10,5,13,1,3,0,2,0,0,0,0,1,0,1,63,263,1,19,2,4,32,True
8,2,0,0,0,0,0.048,0.884,0.068,0.2263,0,4,10,0,2,11,5,7,1,4,0,2,0,2,2,0,0,0,0,46,200,1,18,2,4,23,True
4,5,0,0,1,1,0,0.965,0.035,0.0772,2,7,11,0,2,5,11,2,1,2,0,0,2,0,5,0,0,0,0,39,199,1,26,1,5,39,True
34,2,4,0,8,0,0.098,0.741,0.161,0.4836,1,55,49,0,2,6,10,5,1,3,0,2,3,0,0,0,3,0,0,57,236,2,27,2,4,29,True
6,0,1,0,1,1,0.051,0.868,0.081,0.1779,0,20,9,0,2,8,10,12,3,2,0,1,3,1,4,0,0,0,0,57,290,1,25,3,5,19,True
25,13,0,0,0,16,0.118,0.882,0,-0.7506,10,27,54,0,2,13,3,7,0,3,0,1,0,0,0,0,1,0,0,49,239,0,3,2,5,25,True
6,2,2,0,0,0,0,0.765,0.235,0.9001,0,4,10,0,2,8,9,5,1,1,0,0,0,0,0,0,4,0,0,49,215,3,25,1,4,49,True
96,39,4,0,3,2,0.148,0.852,0,-0.6808,8,92,146,0,2,8,9,5,1,3,0,1,2,0,2,0,1,0,0,48,203,1,21,1,4,48,True
19,1,0,0,6,1,0.198,0.719,0.084,-0.7717,1,11,27,0,2,11,6,6,1,2,0,1,1,0,2,0,0,0,0,46,219,1,24,2,5,23,True
